candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,has_twitter,num_endorsements,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,kavanaugh_tweet_count,education_tweet_count,jobs_tweet_count,tax_tweet_count,fake_news_tweet_count,environment_tweet_count,sexual_assault_tweet_count,gender_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets,count_negative,count_neutral,count_positive,sentiment
Nathan Kleinman,NateKleinman451,NateForCongress,NJ,U.S. House New Jersey District 2,Representative,Regular,6/5/18,Lost,None,None,-3.96,8.6000004,No,,No,No,No,No,No,No,No,,,,,,,,,No,,,,True,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,7,40,0.25,0.175,0.575,2.65
Tanzie Youngblood,tanziefornj,,NJ,U.S. House New Jersey District 2,Representative,Regular,6/5/18,Lost,None,None,-3.96,19.200001,No,Nonwhite,No,No,No,No,No,No,No,,,,,,,,,Yes,,,,True,1,57,23,1,9,0,6,14,8,0,14,1,1,4,2,7,18,785,0.13248407643312102,0.11719745222929936,0.7503184713375797,3.2356687898089174
Will Cunningham,willfornj2,,NJ,U.S. House New Jersey District 2,Representative,Regular,6/5/18,Lost,None,None,-3.96,16.799999,No,Nonwhite,No,Yes,No,No,No,No,No,,,,,,,,,No,,,,True,0,30,4,0,1,0,2,3,0,0,0,0,0,0,4,1,9,149,0.18791946308724833,0.1476510067114094,0.6644295302013423,2.953020134228188
Jim Keady,JWKeady,,NJ,U.S. House New Jersey District 4,Representative,Regular,6/5/18,Lost,None,None,-16.01,42.799999,No,White,No,No,Yes,No,No,No,,,,,,,Yes,,,,Yes,,,True,2,28,16,1,5,5,3,22,3,1,11,3,3,3,3,0,34,509,0.12966601178781925,0.2043222003929273,0.6660117878192534,3.072691552062868
Josh Welle,JoshuaWelle,,NJ,U.S. House New Jersey District 4,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-16.01,57.200001,Yes,,Yes,No,No,No,No,No,,,,,,,No,,,,No,,,True,0,28,31,3,11,6,13,19,4,0,12,3,3,5,21,5,42,864,0.1527777777777778,0.16782407407407407,0.6793981481481481,3.053240740740741
Goutam Jois,goutamjois,,NJ,U.S. House New Jersey District 7,Representative,Regular,6/5/18,Lost,None,None,-3.26,14.1,No,Nonwhite,No,No,No,No,No,No,No,,,No,,,No,No,,,,,,True,0,44,6,0,8,17,2,10,9,0,4,1,1,1,0,4,63,850,0.22823529411764706,0.24588235294117647,0.5258823529411765,2.5952941176470588
Peter Jacob,PeterJacobNJ,,NJ,U.S. House New Jersey District 7,Representative,Regular,6/5/18,Lost,None,None,-3.26,19.1,No,Nonwhite,No,No,No,No,No,No,No,,,No,,,Yes,Yes,,,,,,True,2,7,27,0,5,0,4,12,1,0,9,1,1,1,0,7,9,269,0.22676579925650558,0.17843866171003717,0.5947955390334573,2.7360594795539033
Tom Malinowski,Malinowski,,NJ,U.S. House New Jersey District 7,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-3.26,66.800003,Yes,,No,No,No,No,No,Yes,Yes,,,Yes,,,No,No,,,,,,True,2,17,28,1,8,2,1,8,14,0,2,1,1,2,1,2,63,487,0.36960985626283366,0.22176591375770022,0.4086242299794661,2.078028747433265
Jeff Apodaca,apo4nm,,NM,Governor of New Mexico,Governor,Regular,6/5/18,Lost,None,None,6.1599998,22.16,No,Nonwhite,No,No,No,Yes,No,No,,No,,,,,,,,,,,,True,0,6,49,0,3,0,23,45,2,0,15,0,0,0,0,0,2,467,0.08779443254817987,0.09207708779443255,0.8201284796573876,3.4646680942184154
Joseph Cervantes,SenJoeCervantes,,NM,Governor of New Mexico,Governor,Regular,6/5/18,Lost,None,None,6.1599998,11.47,No,Nonwhite,No,No,Yes,Yes,No,No,,No,,,,,,,,,,,,True,0,3,2,0,9,0,5,3,1,0,6,0,0,0,0,0,5,189,0.3862433862433862,0.17989417989417988,0.43386243386243384,2.0952380952380953
Michelle Lujan Grisham,Michelle4NM,GovMLG,NM,Governor of New Mexico,Governor,Regular,6/5/18,Advanced,None,On the Ballot,6.1599998,66.379997,Yes,Nonwhite,No,No,Yes,No,No,No,,Yes,,,,,,,,,,,,True,1,22,52,7,22,0,108,156,3,0,54,0,0,0,8,1,17,1176,0.06207482993197279,0.08078231292517007,0.8571428571428571,3.5901360544217686
Antoinette Sedillo Lopez,ASL4Justice4all,,NM,U.S. House New Mexico District 1,Representative,Regular,6/5/18,Lost,None,None,13.77,20.610001,No,Nonwhite,No,No,No,No,No,No,,No,No,,No,,Yes,Yes,,,Yes,No,No,True,3,22,32,1,15,9,7,24,1,0,17,15,15,15,5,1,16,404,0.26485148514851486,0.15841584158415842,0.5767326732673267,2.623762376237624
Damian Lara,Lara_BetterNM,,NM,U.S. House New Mexico District 1,Representative,Regular,6/5/18,Lost,None,None,13.77,3.29,No,Nonwhite,No,No,No,No,No,No,,No,No,,No,,No,No,,,No,No,No,True,0,8,11,2,11,0,0,5,0,0,8,0,0,0,2,0,14,171,0.11695906432748537,0.14619883040935672,0.7368421052631579,3.239766081871345
Damon Martinez,DamonForNM,,NM,U.S. House New Mexico District 1,Representative,Regular,6/5/18,Lost,None,None,13.77,25.809999,No,Nonwhite,Yes,No,No,No,No,No,,No,No,,No,,No,No,,,No,Yes,Yes,True,2,153,28,17,40,0,18,14,3,0,11,23,23,23,4,12,150,1455,0.340893470790378,0.15807560137457044,0.5010309278350515,2.3202749140893473
Debra Haaland,Deb4CongressNM,,NM,U.S. House New Mexico District 1,Representative,Regular,6/5/18,Advanced,None,On the Ballot,13.77,40.59,Yes,Nonwhite,No,No,No,No,No,Yes,,Yes,No,,Yes,,No,No,,,No,No,No,True,2,60,93,29,62,29,30,89,18,0,107,6,6,8,25,4,173,1799,0.23179544191217344,0.16286826014452474,0.6053362979433018,2.747081712062257
Patrick Davis,PatDavisNM,,NM,U.S. House New Mexico District 1,Representative,Regular,6/5/18,Lost,None,None,13.77,3.8,No,White,No,Yes,Yes,No,No,No,,No,Yes,,No,,No,No,,,No,No,No,True,1,112,10,1,14,1,4,5,3,0,8,0,0,0,18,0,44,481,0.10810810810810811,0.14137214137214138,0.7505197505197505,3.284823284823285
Paul Moya,PaulMoya,,NM,U.S. House New Mexico District 1,Representative,Regular,6/5/18,Lost,None,None,13.77,5.8899999,No,Nonwhite,No,No,No,No,No,No,,No,No,,No,,No,No,,,No,No,No,True,0,7,0,0,1,0,12,3,0,0,1,2,2,2,0,0,2,175,0.2,0.17714285714285713,0.6228571428571429,2.8457142857142856
Madeline Hildebrandt,Mad_Hildebrandt,,NM,U.S. House New Mexico District 2,Representative,Regular,6/5/18,Lost,None,None,-11.88,27.379999,No,,Yes,No,No,No,No,No,No,No,,,,,Yes,,,,,,,True,1,9,14,1,4,38,17,16,1,0,6,59,59,59,2,2,47,898,0.133630289532294,0.21158129175946547,0.6547884187082406,3.0423162583518932
Xochitl Torres Small,XochforCongress,,NM,U.S. House New Mexico District 2,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-11.88,72.620003,Yes,Nonwhite,No,No,No,No,No,No,Yes,Yes,,,,,No,,,,,,,True,2,4,14,0,5,0,11,7,0,0,1,0,0,1,0,1,0,250,0.108,0.084,0.808,3.4
Asheesh Dewan,,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,0.94999999,1.01,No,Nonwhite,No,No,No,No,No,No,,No,No,,,,,,,,No,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,-1,-1,-1,-1
Chris Giunchigliani,Giunchigliani,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,0.94999999,38.860001,No,,No,No,Yes,No,No,No,,Yes,Yes,,,,,,,,Yes,,,True,3,26,20,3,6,0,43,11,5,0,10,2,2,4,6,2,27,380,0.24210526315789474,0.14473684210526316,0.6131578947368421,2.7421052631578946
David Jones,,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,0.94999999,1.73,No,,No,No,No,No,No,No,,No,No,,,,,,,,No,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,-1,-1,-1,-1
Henry Thorns,HenryThornsLV,henrythorns4gov,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,0.94999999,1.9,No,Nonwhite,No,No,No,No,Yes,No,,No,No,,,,,,,,No,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,1.0,4.0
John Bonaventura,,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,0.94999999,2.99,No,,No,No,Yes,No,No,No,,No,No,,,,,,,,No,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1
Steve Sisolak,SteveSisolak,,NV,Governor of Nevada,Governor,Regular,6/12/18,Advanced,None,On the Ballot,0.94999999,50.029999,Yes,,No,No,Yes,No,No,No,,No,Yes,,,,,,,,No,,,True,1,47,81,12,8,1,82,128,0,0,11,2,2,2,10,2,49,2337,0.08429610611895592,0.0928540864356012,0.8228498074454429,3.477107402652974
Clint Koble,Clint4Congress,,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-13.78,26.129999,Yes,,No,No,No,No,No,No,,,Yes,,,,No,,,,,,,True,1,1,12,1,2,5,0,2,0,0,0,1,1,1,1,1,7,166,0.1566265060240964,0.13855421686746988,0.7048192771084337,3.0963855421686746
Jack Schofield Jr.,,,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Lost,None,None,-13.78,7.5,No,,No,No,No,No,No,No,,,No,,,,No,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,-1,-1,-1,-1
Jesse Hurley,,,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Lost,None,None,-13.78,8.04,No,,No,No,No,No,No,No,,,No,,,,No,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,-1,-1,-1,-1
Patrick Fogarty,PatFogartyNV,,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Lost,None,None,-13.78,23.83,No,,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,,,True,2,6,4,0,3,1,0,1,0,0,0,0,0,0,0,0,1,58,0.10344827586206896,0.1724137931034483,0.7241379310344828,3.2413793103448274
Rick Shepherd,RepRickShepherd,,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Lost,None,None,-13.78,21.280001,No,,No,No,No,No,Yes,No,,,Yes,,,,No,,,,,,,True,1,7,32,1,2,0,9,10,7,0,14,0,0,0,0,0,31,515,0.2815533980582524,0.287378640776699,0.43106796116504853,2.299029126213592
Vance Alm,AlmForCongress,,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Lost,None,None,-13.78,13.22,No,,Yes,No,No,No,No,No,,,No,,,,No,,,,,,,True,0,5,8,0,1,0,1,2,1,0,1,0,0,0,0,0,0,96,0.11458333333333333,0.09375,0.7916666666666666,3.3541666666666665
Eric Stoltz,stoltz1420,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,-3.0799999,7.2399998,No,,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Guy Pinjuv,GuyforNevada,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,-3.0799999,3.5,No,,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,True,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,9,0.5555555555555556,0.2222222222222222,0.2222222222222222,1.3333333333333333
Jack Love,bubbagrinch,LoveforNevada,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,-3.0799999,5.8000002,No,,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,True,0,71,120,3,14,1,12,13,12,3,4,1,1,2,1,4,63,985,0.25076142131979695,0.2467005076142132,0.5025380710659898,2.5035532994923857
Michael Weiss,weissfornevada,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,-3.0799999,8.1800003,No,,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,True,0,12,10,0,4,1,4,4,4,0,2,1,1,1,7,2,34,313,0.25559105431309903,0.16932907348242812,0.5750798722044729,2.6389776357827475
Richard Hart,,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,-3.0799999,4.8499999,No,,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,-1,-1,-1,-1
Steve Schiffman,VoteSchiffman,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,-3.0799999,3.51,No,,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Susie Lee,SusieLeeNV,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-3.0799999,66.910004,Yes,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,,,,,,,,True,4,36,84,6,16,3,64,42,17,0,8,3,3,4,11,8,3,1225,0.20653061224489797,0.12571428571428572,0.6677551020408163,2.9224489795918367
Allison Stephens,Allison4Nevada,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.8199999,6.02,No,Nonwhite,No,No,Yes,No,No,No,No,,No,No,,,No,No,,No,,No,,True,0,6,31,2,0,0,14,15,2,0,7,0,0,0,3,0,3,196,0.25,0.1836734693877551,0.5663265306122449,2.63265306122449
Amy Vilela,Justice4Shalyne,amy4thepeople,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.8199999,9.1999998,No,,No,No,No,No,No,No,No,,Yes,No,,,Yes,Yes,,Yes,,No,,True,4,29,262,8,47,4,37,104,25,1,22,22,22,23,25,11,107,1503,0.3366600133067199,0.2215568862275449,0.4417831004657352,2.2102461743180304
John Anzalone,Nevada4Anzalone,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.8199999,5.8000002,No,,No,No,No,No,No,No,No,,Yes,No,,,No,No,,,,,,True,1,7,8,0,0,0,27,7,0,0,3,0,0,0,2,0,5,222,0.0945945945945946,0.0945945945945946,0.8108108108108109,3.4324324324324325
Patricia Spearman,Senatorspearman,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.8199999,15.24,No,Nonwhite,Yes,Yes,Yes,No,No,No,No,,Yes,No,,,No,No,,No,,Yes,,True,2,38,6,1,14,3,5,15,1,0,22,16,16,22,31,5,12,632,0.12025316455696203,0.0949367088607595,0.7848101265822784,3.329113924050633
Sid Zeller,Zeller4Congress,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.8199999,2.0,No,,Yes,No,No,No,No,No,No,,No,No,,,No,No,,No,,No,,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.0,1.0,4.0
Steven Horsford,RepHorsford,StevenHorsford,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Advanced,None,On the Ballot,3.8199999,61.740002,Yes,Nonwhite,No,No,Yes,No,No,No,Yes,,Yes,Yes,,,No,No,,,,,,True,3,23,46,3,9,0,13,31,7,0,3,0,0,0,1,5,33,365,0.1643835616438356,0.14246575342465753,0.6931506849315069,3.0575342465753423
Allen Rheinhart,AllenRheinhart,,NV,U.S. Senate Nevada,Senator,Regular,6/12/18,Lost,None,None,0.94999999,3.3299999,No,Nonwhite,No,No,No,No,No,No,No,No,,No,,,No,,,,,,,True,0,3,1,0,0,1,2,2,0,0,1,0,0,0,0,1,56,660,0.3984848484848485,0.32272727272727275,0.2787878787878788,1.7606060606060605
Bobby Mahendra,Bobby_Mahendra,,NV,U.S. Senate Nevada,Senator,Regular,6/12/18,Lost,None,None,0.94999999,2.6700001,No,Nonwhite,No,No,No,No,No,No,No,No,,No,,,No,,,,,,,True,0,5,23,0,6,2,6,6,5,0,3,0,0,0,0,2,33,342,0.23391812865497075,0.29239766081871343,0.47368421052631576,2.47953216374269
Daniel Burleigh,BurleighDaniel,,NV,U.S. Senate Nevada,Senator,Regular,6/12/18,Lost,None,None,0.94999999,2.26,No,,No,No,No,No,No,No,No,No,,No,,,No,,,,,,,True,0,24,14,0,11,0,3,19,29,0,2,0,0,0,0,3,37,2335,0.12248394004282655,0.163169164882227,0.7143468950749464,3.18372591006424
David Drew Knight,ddrewknight,,NV,U.S. Senate Nevada,Senator,Regular,6/12/18,Lost,None,None,0.94999999,4.4299998,No,,No,No,No,No,No,No,No,No,,No,,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jacky Rosen,SenJackyRosen,RosenforNevada,NV,U.S. Senate Nevada,Senator,Regular,6/12/18,Advanced,None,On the Ballot,0.94999999,77.110001,Yes,,No,No,Yes,No,Yes,No,Yes,Yes,,Yes,,,No,,,,,,,True,3,44,316,42,113,39,51,96,60,0,53,19,19,24,26,16,332,2515,0.32007952286282304,0.1900596421471173,0.48986083499005967,2.3395626242544734
Jesse Sbaih,JesseSbaih,,NV,U.S. Senate Nevada,Senator,Regular,6/12/18,Lost,None,None,0.94999999,3.1700001,No,Nonwhite,No,No,No,Yes,No,No,No,No,,No,,,Yes,,,,,,,True,1,31,41,2,11,0,2,12,8,1,13,8,8,9,0,3,92,679,0.3328424153166421,0.27540500736377027,0.3917525773195876,2.117820324005891
David Pechefsky,DPforcongress,,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,None,-11.63,11.9,No,,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Elaine DiMasi,ElaineDiMasi,,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,None,-11.63,5.920000099999998,No,,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kate Browning,KateBrowningNY,,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,None,-11.63,30.32,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,True,0,10,2,0,1,0,1,3,0,0,0,0,0,0,0,2,5,68,0.22058823529411764,0.058823529411764705,0.7205882352941176,3.0
Perry Gershon,perrygershon,,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-11.63,35.450001,Yes,,No,No,No,Yes,Yes,No,,,,,,,,,,,,,,True,0,60,61,11,9,5,7,24,5,1,13,0,0,5,6,1,83,652,0.19171779141104295,0.200920245398773,0.6073619631901841,2.831288343558282
Vivian Viloria-Fisher,vivianviloria,,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,None,-11.63,16.26,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,,,,,True,0,2,5,0,2,2,1,2,2,0,1,0,0,0,0,1,5,44,0.36363636363636365,0.3181818181818182,0.3181818181818182,1.9090909090909092
Max Rose,MaxRose4NY,,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-8.8100004,62.650002,Yes,,Yes,No,No,No,No,No,Yes,,,,,,,,,,Yes,Yes,,True,3,36,21,2,7,9,3,19,9,0,5,4,4,4,2,0,39,953,0.27492130115424973,0.1993704092339979,0.5257082896117523,2.5015739769150054
Michael DeVito Jr.,mdevitojr,,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,None,-8.8100004,18.42,No,Nonwhite,Yes,No,No,No,No,No,No,,,,,,,,,,No,No,,True,0,68,55,3,15,0,8,34,1,0,11,5,5,5,17,3,24,1364,0.17008797653958943,0.16642228739002932,0.6634897360703812,2.9868035190615836
Omar Vaid,omarvaid,,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,None,-8.8100004,8.430000300000001,No,Nonwhite,No,No,No,No,No,No,No,,,,,,,,,,No,No,,True,0,33,51,11,45,0,8,68,17,1,13,8,8,8,1,3,219,1582,0.23198482932996206,0.16434892541087232,0.6036662452591656,2.743362831858407
Paul Sperling,PaulSperlingNY,,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,None,-8.8100004,2.29,No,,No,No,No,No,No,No,No,,,,,,,,,,No,No,,True,0,2,17,0,3,0,14,17,7,0,7,0,0,0,0,4,28,215,0.3302325581395349,0.2,0.4697674418604651,2.2790697674418605
Radhakrishna Mohan,,,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,None,-8.8100004,3.78,No,Nonwhite,No,No,No,No,Yes,No,No,,,,,,,,,,No,No,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,-1,-1,-1,-1
Zach Emig,zachemig2018,,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,None,-8.8100004,1.26,No,,No,No,No,No,No,No,No,,,,,,,,,,No,No,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Antonio Delgado,DelgadoforNY19,,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-6.079999900000002,21.99,Yes,Nonwhite,No,No,No,No,No,No,,No,Yes,,,,,No,,No,,No,,True,1,19,214,11,13,7,38,87,30,0,36,3,3,7,6,7,23,1603,0.21896444167186524,0.11852776044915783,0.662507797878977,2.887086712414223
Brian Flynn,brianflynnus,,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000002,13.18,No,White,No,No,No,Yes,No,No,,No,No,,,,,No,,No,,No,,True,0,24,118,18,16,2,13,52,6,0,11,1,1,1,15,8,51,1217,0.1322925225965489,0.1306491372226787,0.7370583401807724,3.209531635168447
David Clegg,davieclegg,,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000002,11.08,No,,No,No,No,Yes,No,No,,No,No,,,,,No,,Yes,,No,,True,1,0,0,2,7,0,1,2,0,0,1,1,1,1,0,3,15,1032,0.3856589147286822,0.21996124031007752,0.3943798449612403,2.0174418604651163
Erin Collier,ErinCollier2018,,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000002,4.8600001,No,,No,No,No,No,No,No,,Yes,Yes,,,,,No,,No,,No,,True,2,10,11,3,5,0,1,2,1,0,3,0,0,0,1,0,9,169,0.27218934911242604,0.11834319526627218,0.6094674556213018,2.6745562130177514
Gareth Rhodes,garethtrhodes,,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000002,17.85,No,,No,No,No,No,No,No,,No,No,,,,,No,,Yes,,No,,True,1,59,50,3,21,5,4,39,18,2,22,2,2,4,5,1,45,1433,0.14863921842288905,0.15143056524773202,0.6999302163293789,3.10258199581298
Jeff Beals,JeffBealsNY19,,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000002,13.18,No,,No,No,No,No,No,No,,No,No,,,,,Yes,,No,,No,,True,1,10,44,4,1,0,9,18,4,2,6,1,1,1,0,1,1,316,0.2088607594936709,0.20253164556962025,0.5886075949367089,2.759493670886076
Pat Ryan,PatRyanWrites,,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000002,17.719998999999994,No,,Yes,No,No,No,No,No,,No,No,,,,,No,,Yes,,Yes,,True,2,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,91,0.17582417582417584,0.12087912087912088,0.7032967032967034,3.0549450549450547
DuWayne Gregory,DuWayneGregory,GregoryForNY2,NY,U.S. House New York District 2,Representative,Regular,6/26/18,Lost,None,None,-8.2600002,41.639999,No,Nonwhite,Yes,No,Yes,No,No,No,,No,Yes,,,,No,,,No,Yes,Yes,,True,3,54,22,0,3,5,4,26,16,2,8,4,4,4,4,5,214,951,0.334384858044164,0.2576235541535226,0.40799158780231337,2.1472134595162986
Liuba Grechen Shirley,liuba4congress,,NY,U.S. House New York District 2,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-8.2600002,57.98,Yes,,No,No,No,No,No,No,,Yes,Yes,,,,Yes,,,Yes,No,No,,True,4,84,182,17,31,12,53,63,71,0,18,9,9,10,28,10,161,2162,0.19010175763182238,0.14801110083256244,0.6618871415356151,2.9435707678075858
Dylan Ratigan,DylanRatigan,,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Lost,None,None,-11.43,11.91,No,,No,No,No,No,No,No,,,No,,,,No,No,,No,No,,,True,0,7,14,0,6,0,5,21,7,0,6,0,0,0,0,0,10,474,0.23417721518987342,0.16666666666666666,0.5991561181434599,2.729957805907173
Emily Martz,FlipNY45,,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Lost,None,None,-11.43,10.37,No,,No,No,No,No,No,No,,,No,,,,No,No,,No,No,,,True,0,13,17,2,5,0,8,23,4,0,12,2,2,2,1,6,14,568,0.14612676056338028,0.13908450704225353,0.7147887323943662,3.137323943661972
Katie Wilson,AdirondacKatie,,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Lost,None,None,-11.43,11.68,No,,No,No,No,No,No,No,,,No,,,,No,No,,No,Yes,,,True,1,6,8,0,2,0,7,10,1,0,5,3,3,3,0,0,7,462,0.22077922077922077,0.19913419913419914,0.5800865800865801,2.7186147186147185
Patrick Nelson,PatFNelson,,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Lost,None,None,-11.43,9.119999900000002,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,Yes,,No,No,,,True,3,12,56,0,9,1,7,6,13,1,17,0,0,0,0,2,43,617,0.2739059967585089,0.25283630470016205,0.473257698541329,2.3987034035656403
Tedra Cobb,TedraCobb,,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-11.43,56.009998,Yes,,No,No,Yes,No,No,No,,,Yes,,,,Yes,No,,Yes,No,,,True,3,12,60,0,6,0,12,19,3,0,13,2,2,3,4,5,11,721,0.1664355062413315,0.1276005547850208,0.7059639389736477,3.0790568654646324
Eddie Sundquist,esundquist,,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Lost,None,None,-13.93,6.420000099999998,No,,No,Yes,No,No,Yes,No,,,No,,,,No,No,,,No,,,True,0,7,41,0,6,0,12,36,8,1,5,0,0,0,9,1,18,385,0.22857142857142856,0.2077922077922078,0.5636363636363636,2.67012987012987
Ian Golden,GoldenForNY23,,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Lost,None,None,-13.93,13.44,No,,No,No,No,No,No,No,,,No,,,,Yes,Yes,,,No,,,True,2,0,17,0,3,0,3,12,3,0,3,0,0,0,0,3,4,194,0.22164948453608246,0.1134020618556701,0.6649484536082474,2.88659793814433
Linda Andrei,Linda4Congress,,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Lost,None,None,-13.93,15.33,No,,No,No,No,No,Yes,No,,,No,,,,No,No,,,No,,,True,0,2,31,0,3,0,9,9,3,0,3,0,0,0,0,0,16,130,0.27692307692307694,0.11538461538461539,0.6076923076923076,2.6615384615384614
