candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,primary_pctg,won_primary,rep_party_support,trump_endorsed,bannon_endorsed,great_america_endorsed,nra_endorsed,right_to_life_endorsed,susan_b_anthony_endorsed,club_for_growth_endorsed,koch_support,house_freedom_support,tea_party_endorsed,main_street_endorsed,chamber_endorsed,no_labels_support,count_negative,count_neutral,count_positive,sentiment,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,education_tweet_count,jobs_tweet_count,environment_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets
John Eichelberger,SenEichelberger,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,19.77,No,,,,,,,,,,No,,No,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Bloom,RepBloom,StephenLBloom,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,18.16,No,,,,,,,,,,Yes,,No,,,141.0,143.0,130.0,1.9468599033816425,4,1,3,1,10,9,3,1,0,3,1,482
Travis Schooley,TravisSchooley,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,4.51,No,,,,,,,,,,No,,No,,,3.0,2.0,43.0,3.6666666666666665,0,0,0,34,0,0,0,0,0,0,29,48
Doug Mastriano,dougmastriano,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,15.6,No,,,,,,,,,,No,,No,,,64.0,76.0,189.0,2.759878419452888,3,0,3,6,1,3,0,0,0,23,76,329
Bernard Washabaugh II,,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,2.84,No,,,,,,,,,,No,,No,,,,,,,0,0,0,0,0,0,0,0,0,0,0,329
Benjamin Hornberger,BHornberger2018,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,1.77,No,,,,,,,,,,No,,No,,,5.0,6.0,15.0,2.769230769230769,1,0,0,1,0,0,0,0,0,0,8,26
Guy Reschenthaler,reschenthaler,GReschenthaler,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Advanced,None,On the Ballot,55.19,Yes,,,,,,,,,,No,,Yes,,,8.0,3.0,81.0,3.5869565217391304,2,1,0,0,4,7,0,0,0,1,1,190
Rick Saccone,RickSaccone4PA,,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,44.81,No,,,,,,,,Yes,,Yes,,No,,,224.0,144.0,299.0,2.2248875562218893,11,0,14,6,0,15,1,1,0,4,275,667
David Torres,DTorres4cong,,PA,U.S. House Pennsylvania District 2,Representative,Regular,5/15/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Leib,LeibforPA,,PA,U.S. House Pennsylvania District 3,Representative,Regular,5/15/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,574.0,464.0,1495.0,2.7272009474930914,0,0,0,0,0,0,0,0,0,0,0,0
Dan David,DanDavidPA,,PA,U.S. House Pennsylvania District 4,Representative,Regular,5/15/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,49.0,29.0,170.0,2.9758064516129035,2,1,0,1,4,17,0,0,0,3,1,248
Pearl Kim,PearlKimPA,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,28.0,22.0,141.0,3.1832460732984287,1,3,0,10,4,7,1,6,0,2,1,191
Greg McCauley,McCauley4PA,GregMcCauleyUSA,PA,U.S. House Pennsylvania District 6,Representative,Regular,5/15/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,13.0,32.0,170.0,3.4604651162790696,2,12,0,17,0,6,0,0,0,1,10,216
Marty Nothstein,Marty_Nothstein,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Advanced,None,On the Ballot,50.49,Yes,Yes,,,,,,,,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Dean Browning,DeanBrowningPA,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,49.51,No,No,,,,,,,,,,,,,,13.0,9.0,34.0,2.75,7,1,1,8,0,0,0,0,0,1,11,56
John Chrin,JohnChrin,,PA,U.S. House Pennsylvania District 8,Representative,Regular,5/15/18,Advanced,None,On the Ballot,48.47,Yes,Yes,,,,,,,,,,,,,,53.0,60.0,422.0,3.3794392523364487,6,15,1,14,2,67,6,0,0,4,26,535
Robert Kuniegel,robertjkuniegel,,PA,U.S. House Pennsylvania District 8,Representative,Regular,5/15/18,Lost,None,None,16.66,No,No,,,,,,,,,,,,,,26.0,17.0,28.0,2.056338028169014,1,0,0,2,0,0,0,0,0,3,8,71
Joe Peters,,,PA,U.S. House Pennsylvania District 8,Representative,Regular,5/15/18,Lost,None,None,34.87,No,No,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,71
Dan Meuser,Meuser4Congress,RepMeuser,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Advanced,None,On the Ballot,52.94,Yes,Yes,,,,,,,,,,,,,Yes,12.0,23.0,308.0,3.725947521865889,11,1,4,7,1,2,9,0,0,4,20,343
Scott Uehlinger,Scottforpa,,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Lost,None,None,23.1,No,No,,,,,,,,,,,,,No,68.0,63.0,159.0,2.627586206896552,3,0,3,5,0,8,0,0,0,6,69,290
George Halcovage,GeorgeHalcovage,geohalco,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Lost,None,None,23.97,No,No,,,,,,,,,,,,,No,5.0,5.0,74.0,3.6428571428571432,4,0,0,0,1,0,1,0,0,1,2,88
Lou Barletta,louforsenate,reploubarletta,PA,U.S. Senate Pennsylvania,Senator,Regular,5/15/18,Advanced,None,On the Ballot,63.03,Yes,,,,,,,,,Yes,,,,,,145.0,136.0,403.0,2.754385964912281,6,26,7,97,11,200,4,0,0,21,163,1375
Jim Christiana,repchristiana,,PA,U.S. Senate Pennsylvania,Senator,Regular,5/15/18,Lost,None,None,36.97,No,,,,,,,,,No,,,,,,29.0,34.0,66.0,2.5736434108527133,1,1,1,5,2,2,0,0,0,0,5,129
Giovanni Feroce,giovanniferoce,,RI,Governor of Rhode Island,Governor,Regular,9/12/18,Lost,None,None,3.5,No,,,,,,,No,,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Allan Fung,mayorfung,allanfungri,RI,Governor of Rhode Island,Governor,Regular,9/12/18,Advanced,None,On the Ballot,56.4,Yes,,,,,,,No,,,,,,,,0.0,0.0,0.0,,2,5,0,0,5,22,2,0,0,1,0,701
Patricia Morgan,repmorgan,patriciaforri,RI,Governor of Rhode Island,Governor,Regular,9/12/18,Lost,None,None,40.1,No,,,,,,,Yes,,,,,,,,422.0,284.0,585.0,2.2525174283501164,10,20,2,6,30,80,33,0,0,14,10,1384
Frederick Wysocki,,,RI,U.S. House Rhode Island District 1,Representative,Regular,9/12/18,Lost,None,None,21.6,No,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1384
Patrick Donovan,,,RI,U.S. House Rhode Island District 1,Representative,Regular,9/12/18,Advanced,None,On the Ballot,78.4,Yes,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1384
Salvatore Caiozzo,salforcongress,,RI,U.S. House Rhode Island District 2,Representative,Regular,9/12/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,46.0,28.0,72.0,2.356164383561644,0,0,0,0,0,0,0,0,0,0,0,0
Roque De La Fuente,joinrocky,,RI,U.S. Senate Rhode Island,Senator,Regular,9/12/18,Lost,None,None,12.3,No,,,,,,,,,,,,,,,41.0,53.0,128.0,2.783783783783784,7,10,0,10,7,6,4,0,0,1,11,222
Robert Flanders Jr.,flanders4senate,rgflandersjr,RI,U.S. Senate Rhode Island,Senator,Regular,9/12/18,Advanced,None,On the Ballot,87.7,Yes,,,,,,,,,,,,,,,99.0,57.0,280.0,2.830275229357798,1,8,0,4,5,15,5,0,0,6,8,437
Lee Bright,leebright,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Lost,None,24.95,No,,,,,,,,No,,,,,,,0.0,0.0,14.0,4.0,0,0,0,0,0,0,0,0,0,0,1,14
William Timmons,votetimmons,reptimmons,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Advanced,On the Ballot,19.21,Yes,,,,,,,,No,,,,,,,4.0,4.0,33.0,3.414634146341464,0,0,0,1,0,0,0,0,0,0,2,41
Dan Hamilton,dphamilton,RepDanHamilton,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,18.62,No,,,,,,,,No,,,,,,,44.0,44.0,74.0,2.3703703703703702,0,0,0,0,0,0,0,0,0,2,3,162
Stephen Brown,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,7.57,No,,,,,,,,No,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,162
Mark Burns,pastormarkburns,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,2.48,No,,,,,,,,No,,,,,,,145.0,133.0,447.0,2.8331034482758617,8,3,4,17,2,13,0,2,0,2,190,725
Barry Bell,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,0.3,No,,,,,,,,No,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,725
Josh Kimbrell,Josh_Kimbrell,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,11.13,No,,,,,,,,Yes,,,,,,,83.0,44.0,126.0,2.3399209486166006,6,1,3,11,1,2,1,0,1,7,21,253
James Epley,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,8.03,No,,,,,,,,No,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,253
Shannon Pierce,ShannonPierceSC,dshannonpierce,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,3.64,No,,,,,,,,No,,,,,,,3.0,8.0,61.0,3.611111111111111,0,4,1,0,2,1,0,0,0,1,2,132
Claude Schmid,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,2.11,No,,,,,,,,No,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,132
Dan Albert,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,0.76,No,,,,,,,,No,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,132
John Marshall Mosser,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,0.68,No,,,,,,,,No,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,132
Justin David Sanders,JSandersSC04,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,0.53,No,,,,,,,,No,,,,,,,5.0,5.0,10.0,2.5,1,0,0,0,0,0,0,0,0,0,2,20
Gerhard Gressmann,gressmannforSC6,,SC,U.S. House South Carolina District 6,Representative,Regular,6/12/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Kristi L. Noem,KristiNoem,,SD,Governor of South Dakota,Governor,Regular,6/5/18,Advanced,None,On the Ballot,56.03,Yes,,,,,,,Yes,,,,,,,,48.0,58.0,454.0,3.45,4,6,11,4,13,20,0,0,0,8,36,560
Marty J. Jackley,martyjackley,,SD,Governor of South Dakota,Governor,Regular,6/5/18,Lost,None,None,43.96,No,,,,,,,No,,,,,,,,72.0,54.0,455.0,3.3184165232358005,6,5,6,4,13,16,1,0,0,5,11,581
Dusty Johnson,DustyJohnson,,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Advanced,None,On the Ballot,46.81,Yes,Yes,,,,,,No,,Yes,,,No,,,18.0,14.0,63.0,2.9473684210526314,1,1,0,0,0,0,1,0,0,1,1,95
Neal Tapio,,,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Lost,None,None,23.87,No,No,,,,,,No,,No,,,No,,,,,,,0,0,0,0,0,0,0,0,0,0,0,95
Shantel Krebs,,,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Lost,None,None,29.34,No,Yes,,,,,,Yes,,No,,,Yes,,No,,,,,0,0,0,0,0,0,0,0,0,0,0,95
Diane Black,RepDianeBlack,DianeBlackTN,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,23.0,No,,,,,Yes,Yes,Yes,,,,,,,,56.0,50.0,161.0,2.7865168539325844,29,21,75,71,16,55,0,0,0,22,142,1137
Randy Boyd,randyboyd,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,24.4,No,,,,,No,No,No,,,,,,,,40.0,63.0,852.0,3.7005235602094237,2,15,8,7,67,61,0,0,0,9,15,955
Beth Harwell,BethHarwellTN,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,15.3,No,,,,,No,No,No,,,,,,,,17.0,33.0,251.0,3.5548172757475083,0,4,3,3,15,7,0,0,0,3,11,301
Bill Lee,BillLeeTN,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Advanced,None,On the Ballot,36.8,Yes,,,,,No,No,No,,,,,,,,66.0,37.0,902.0,3.6636815920398016,8,19,0,4,36,14,0,0,0,4,10,1005
Basil Marceaux,Marceaux2018,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,0.2,No,,,,,No,No,No,,,,,,,,15.0,18.0,14.0,1.9574468085106385,0,0,0,1,0,0,0,0,0,0,4,47
Kay White,kaywhite4tngov,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,0.4,No,,,,,No,No,No,,,,,,,,91.0,96.0,213.0,2.61,8,10,3,13,27,7,0,0,0,1,60,400
Jason Emert,JasonEmert,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,2.3,No,,,,,,,,,No,,,No,,,75.0,87.0,684.0,3.4397163120567376,11,7,4,12,6,25,0,0,0,11,81,846
Jimmy Matlock,JimmyMatlockTN,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,36.1,No,,,,,,,,,Yes,,,No,,,21.0,33.0,262.0,3.5253164556962027,4,0,9,6,2,8,0,0,0,2,39,316
Tim Burchett,timburchett,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Advanced,None,On the Ballot,48.2,Yes,,,,,,,,,No,,,No,,,680.0,608.0,2349.0,2.9177893868573,2,5,1,3,4,4,0,0,0,7,10,3637
Vito Sagliano,VitoForCongress,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,0.8,No,,,,,,,,,No,,,No,,,331.0,256.0,776.0,2.652971386647102,8,0,2,5,2,4,0,1,0,9,7,1363
Hank Hamblin,,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,0.9,No,,,,,,,,,No,,,No,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1363
Ashley Nickloes,Ashley_Nickloes,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,11.0,No,,,,,,,,,No,,,Yes,,,4.0,4.0,134.0,3.8309859154929575,2,2,1,3,0,0,0,0,0,4,1,142
C. David Stansberry,,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,0.7,No,,,,,,,,,No,,,No,,,,,,,0,0,0,0,0,0,0,0,0,0,0,142
Glen Dean,GlenDean1,,TN,U.S. House Tennessee District 5,Representative,Regular,8/2/18,Lost,None,None,44.1,No,,,,,,,,,,,,,,,1.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2
Jody Ball,jballcampaign,,TN,U.S. House Tennessee District 5,Representative,Regular,8/2/18,Advanced,None,On the Ballot,55.9,Yes,,,,,,,,,,,,,,,20.0,30.0,205.0,3.4509803921568634,1,0,0,3,1,0,0,0,0,0,9,255
Judd Matheny,judd4congress,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,15.9,No,,,,,,No,,,,Yes,,,,,6.0,4.0,19.0,2.896551724137931,1,0,2,1,0,0,0,0,0,2,0,29
Robert Ewing Corlew,BobCorlewTN,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,31.1,No,,,,,,Yes,,,,No,,,,,37.0,33.0,168.0,3.1008403361344534,8,1,7,25,0,15,0,0,0,5,68,238
John Rose,JohnRoseforTN,RepJohnRose,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Advanced,None,On the Ballot,41.3,Yes,,,,,,No,,,,No,,,,,67.0,83.0,559.0,3.38787023977433,13,4,12,50,13,23,0,0,0,6,104,709
Christopher Monday,Monday4Congress,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,2.8,No,,,,,,No,,,,No,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
"LaVern ""U-Turn LaVern"" Vivio",,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,8.8,No,,,,,,No,,,,No,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Mark Green,RepMarkGreen,drmarkgreen4TN,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,Yes,,Yes,,,,,0.0,0.0,0.0,,3,5,2,3,3,5,0,0,0,13,33,288
Charlotte Bergmann,ElectBergmann,,TN,U.S. House Tennessee District 9,Representative,Regular,8/2/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,338.0,276.0,1047.0,2.8537025888019265,0,0,0,0,0,0,0,0,0,0,0,0
Marsha Blackburn,MarshaBlackburn,VoteMarsha,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Advanced,None,On the Ballot,84.5,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,,,,,,168.0,97.0,285.0,2.4254545454545453,52,41,51,163,13,99,3,4,0,82,528,3310
Aaron Pettigrew,alpettigrew1,,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Lost,None,None,15.5,No,,No,No,No,,,No,No,No,,,,,,228.0,440.0,688.0,2.6784660766961648,22,2,11,25,9,11,0,0,0,15,59,1356
Tim Westley,twestley777,,TX,U.S. House Texas District 15,Representative,Regular,3/6/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,0.0,4.0,19.0,3.652173913043478,0,0,0,0,0,0,0,0,0,0,0,0
Rick Seeberger,SEEBERGER4USC,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Advanced,None,On the Ballot,69.35,Yes,,,,,,,,,,,,,,,33.0,55.0,257.0,3.298550724637681,10,18,8,30,10,41,1,0,0,1,7,345
Alia Garcia-Ureste,AliaUreste,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,30.65,No,,,,,,,,,,,,,,,0.0,0.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,2
Ava Pate,avaforcongress,,TX,U.S. House Texas District 18,Representative,Regular,3/6/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,103.0,94.0,688.0,3.3220338983050848,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Roberts,RobertsForTexas,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Advanced,Lost,None,33.03,No,,,,,Yes,,,,,,No,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Crenshaw,dancrenshawtx,repdancrenshaw,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,27.42,Yes,,,,,No,,,,,,Yes,,,,33.0,39.0,240.0,3.3269230769230766,5,3,0,13,2,5,0,0,0,13,11,312
David Balat,DavidBalatCD2,DavidBalatHC,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,0.75,No,,,,,No,,No,,,,No,,,,0.0,0.0,0.0,,4,473,0,10,7,4,2,0,0,123,20,1524
Malcolm Whittaker,,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,0.7,No,,,,,No,,No,,,,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1524
Rick Walker,RickWalkerTX,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,7.18,No,,,,,No,,No,,,,No,,,,103.0,130.0,444.0,3.0073855243722303,4,4,18,15,2,3,3,0,0,6,16,677
Kathaleen Wall,WallforTX,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,27.08,No,,,,,No,,Yes,,,,No,,,,30.0,29.0,311.0,3.518918918918919,6,2,11,12,9,10,1,0,0,6,11,370
Justin Lurie,LurieforHouston,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,0.92,No,,,,,No,,No,,,,No,,,,287.0,199.0,400.0,2.255079006772009,32,9,2,43,3,5,9,1,0,7,63,886
Jon Spiers,drjonspiers,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,0.9,No,,,,,No,,No,,,,No,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Jonny Havens,Havens4Congress,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,2.02,No,,,,,No,,No,,,,No,,,,0.0,0.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1
Matt McCall,VoteMattMcCall,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Lost,None,16.93,No,,,,,,No,,No,,No,No,,,No,23.0,18.0,65.0,2.792452830188679,3,0,1,3,0,4,2,0,0,2,14,106
Chip Roy,chiproytx,RepChipRoy,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,27.06,Yes,,,,,,Yes,,Yes,,Yes,Yes,,,No,382.0,433.0,1187.0,2.804195804195804,13,82,5,53,4,3,3,0,0,92,10,2002
Francisco Canseco,QuicoCanseco,cansecotx23,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,3.47,No,,,,,,No,,No,,No,No,,,No,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Jason Isaac,ISAACforTexas,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,10.04,No,,,,,,No,,No,,No,No,,,No,31.0,42.0,275.0,3.4022988505747125,3,3,3,6,3,3,1,0,0,4,5,348
Susan Narvaiz,susannarvaiz,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,3.79,No,,,,,,No,,No,,No,No,,,No,5.0,8.0,124.0,3.737226277372263,0,0,0,1,1,2,0,0,0,4,6,137
Eric Burkhart,EBforCongress,mukhabaratbaby,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,1.01,No,,,,,,No,,No,,No,No,,,No,41.0,30.0,56.0,2.236220472440945,0,0,0,14,0,3,1,2,1,2,26,195
Autry Pruitt,Autry,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,0.63,No,,,,,,No,,No,,No,No,,,No,487.0,404.0,423.0,1.9025875190258752,22,6,3,12,6,4,0,1,1,6,124,1314
Robert Stovall,RobertStovall_,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,4.76,No,,,,,,No,,No,,No,No,,,No,37.0,17.0,79.0,2.631578947368421,0,1,1,2,0,2,0,0,0,0,28,133
Ivan Andarza,Andarzalaw,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,0.13,No,,,,,,No,,No,,No,No,,,No,3.0,3.0,4.0,2.2,0,0,0,0,0,0,0,0,0,0,0,10
Ryan Krause,,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,3.2,No,,,,,,No,,No,,No,No,,,No,,,,,0,0,0,0,0,0,0,0,0,0,0,10
Jenifer Sarver,utsarver,sarverfortexas,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,5.61,No,,,,,,No,,No,,No,No,,,No,50.0,44.0,242.0,3.1428571428571432,3,2,2,1,3,0,2,2,0,3,2,498
Mauro Garza,,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,0.92,No,,,,,,No,,No,,No,No,,,No,,,,,0,0,0,0,0,0,0,0,0,0,0,498
Foster Hagen,,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,0.55,No,,,,,,No,,No,,No,No,,,No,,,,,0,0,0,0,0,0,0,0,0,0,0,498
William Negley,wwnegley,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,15.55,No,,,,,,No,,No,,No,No,,,Yes,19.0,23.0,66.0,2.8703703703703702,0,0,0,6,0,0,0,0,0,2,8,108
Al Poteet,Poteet4Congress,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,1.81,No,,,,,,No,,No,,No,No,,,No,2.0,1.0,5.0,2.75,1,1,0,1,0,0,0,0,0,0,0,8
Samuel Temple,samuelrtemple,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,1.42,No,,,,,,No,,No,,No,No,,,No,16.0,19.0,22.0,2.2105263157894743,2,2,0,2,0,0,0,0,0,0,5,57
Peggy Wardlaw,,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,1.79,No,,,,,,No,,No,,No,No,,,No,,,,,0,0,0,0,0,0,0,0,0,0,0,57
Anthony White,TonyWhiteUSMC,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,1.33,No,,,,,,No,,No,,No,No,,,No,18.0,16.0,52.0,2.7906976744186047,0,0,0,2,1,0,0,0,0,0,4,86
Michael Cloud,MichaelJCloud,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,33.83,Yes,,,,,,,,Yes,No,Yes,Yes,,,,12.0,18.0,133.0,3.4846625766871164,0,5,2,7,0,0,0,0,0,2,1,163
Bech Bruun,bechforcongress,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Lost,None,36.09,No,,,,,,,,No,Yes,No,No,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Chris Mapp,ckmappforuscon1,c_mapp,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,12.14,No,,,,,,,,No,No,No,No,,,,20.0,7.0,23.0,2.12,0,0,0,1,3,0,0,0,0,1,6,57
John Grunwald,,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,6.86,No,,,,,,,,No,No,No,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,57
Eddie Gassman,,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,2.8,No,,,,,,,,No,No,No,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,57
Jerry Hall,,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,8.27,No,,,,,,,,No,No,No,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,57
Phillip Aronoff,Aronoff4USRep,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,38.6,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
