candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,primary_pctg,won_primary,rep_party_support,trump_endorsed,bannon_endorsed,great_america_endorsed,nra_endorsed,right_to_life_endorsed,susan_b_anthony_endorsed,club_for_growth_endorsed,koch_support,house_freedom_support,tea_party_endorsed,main_street_endorsed,chamber_endorsed,no_labels_support,count_negative,count_neutral,count_positive,sentiment,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,education_tweet_count,jobs_tweet_count,environment_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets
Bill Boyd,boydfornevada,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,4.24,No,,No,,,No,,,,No,,,,,,31.0,27.0,55.0,2.4247787610619467,1,0,0,5,2,0,0,0,0,2,2,113
Edward Dundas,,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,0.41,No,,No,,,No,,,,No,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,113
Stan Lusak,,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,0.71,No,,No,,,No,,,,No,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,113
Joyce Bentley,JoyceBentleyCD1,,NV,U.S. House Nevada District 1,Representative,Regular,6/12/18,Advanced,None,On the Ballot,55.18,Yes,,,,,,,,,,,,,,,7.0,13.0,19.0,2.6153846153846154,0,0,0,3,0,1,0,0,0,0,3,39
Freddy Horne,,,NV,U.S. House Nevada District 1,Representative,Regular,6/12/18,Lost,None,None,44.82,No,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,39
Danny Tarkanian,DannyTarkanian,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Advanced,None,On the Ballot,44.13,Yes,,Yes,Yes,,No,Yes,,,,,,,,,209.0,160.0,514.0,2.6908267270668187,13,14,9,18,11,18,0,1,0,4,74,883
Annette Teijeiro,AnnetteTeijeiro,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,3.54,No,,,No,,No,No,,,,,,,,,558.0,493.0,1109.0,2.5101851851851853,92,34,2,20,27,17,11,10,0,37,239,2160
Eddie Hamilton,ethamilton123,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,1.04,No,,,No,,No,No,,,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Scott Hammond,hammond4nevada,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,16.79,No,,,No,,Yes,No,,,,,,,,,15.0,13.0,144.0,3.5,2,1,3,0,12,3,0,0,0,3,0,172
Patrick Carter,,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,2.72,No,,,No,,No,No,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,172
David McKeon,McKeonForNevada,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,4.91,No,,,No,,No,No,,,,,,,,,2.0,2.0,34.0,3.684210526315789,1,0,0,1,0,0,0,0,0,1,2,38
Michelle Mortensen,Tell_Michelle_,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,24.56,No,,,No,,No,No,,,,,,,,,304.0,369.0,2240.0,3.3292138688637145,32,7,19,16,6,11,0,0,1,7,78,2913
Stephanie Jones,Steph4Nevada,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,1.3,No,,,No,,No,No,,,,,,,,,41.0,32.0,58.0,2.2595419847328246,3,8,0,3,2,2,0,0,0,5,15,131
Thomas Mark La Croix,ThomasCroix,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,1.0,No,,,No,,No,No,,,,,,,,,12.0,6.0,11.0,1.9310344827586208,0,1,0,1,2,0,0,0,0,0,3,29
Cresent Hardy,RepHardy,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Advanced,None,On the Ballot,47.41,Yes,Yes,,,,,,,,Yes,,,Yes,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Miller,JMillerCongress,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,7.96,No,No,,,,,,,,No,,,No,,,336.0,276.0,461.0,2.2329916123019573,19,5,3,19,0,4,2,0,0,5,88,1073
Kenneth Wegner,Wegner4Congress,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,11.27,No,No,,,,,,,,No,,,No,,,15.0,10.0,42.0,2.8059701492537314,9,0,0,2,0,0,0,0,0,2,12,67
Mike Monroe,,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.02,No,No,,,,,,,,No,,,No,,,,,,,0,0,0,0,0,0,0,0,0,0,0,67
Bill Townsend,TownsendForNV,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,11.37,No,No,,,,,,,,No,,,No,,,538.0,389.0,626.0,2.1133290405666454,88,13,30,32,33,35,3,10,0,1,87,1553
David Gibbs,,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,18.96,No,No,,,,,,,,No,,,No,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1553
Marcus Molinaro,marcmolinaro,,NY,Governor of New York,Governor,Regular,9/13/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,946.0,741.0,1819.0,2.498003422703936,0,0,0,0,0,0,0,0,0,0,0,0
Naomi Levin,NaomiLevinNY,,NY,U.S. House New York District 10,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,88.0,62.0,278.0,2.88785046728972,0,0,0,0,0,0,0,0,0,0,0,0
Eliot Rabin,EliotRabinForUS,,NY,U.S. House New York District 12,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,21.0,24.0,60.0,2.7428571428571433,0,0,0,0,0,0,0,0,0,0,0,0
Jineea Butler,Jineea4congress,,NY,U.S. House New York District 13,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,2.0,2.0,54.0,3.7931034482758617,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Pappas,,,NY,U.S. House New York District 14,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Jason Gonzalez,,,NY,U.S. House New York District 15,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
James O'Donnell,JamesODonnellNY,,NY,U.S. House New York District 18,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,Yes,,,,,,,,,,,,,,34.0,42.0,180.0,3.140625,0,0,0,0,0,0,0,0,0,0,0,0
Joe Vitollo,JoeVitollo,,NY,U.S. House New York District 20,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,191.0,173.0,126.0,1.7346938775510203,0,0,0,0,0,0,0,0,0,0,0,0
James Maxwell,drjimmaxwell,,NY,U.S. House New York District 25,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,Yes,,,,,,,,,,,,,,128.0,67.0,440.0,2.982677165354331,8,40,0,5,2,26,4,0,3,6,3,635
Renee Zeno,ReneeMZeno,,NY,U.S. House New York District 26,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,445.0,309.0,567.0,2.1847085541256623,0,0,0,0,0,0,0,0,0,0,0,0
Dan DeBono,DanDeBono,,NY,U.S. House New York District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,Yes,,,,,,,,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Ameer Benno,Benno4Congress,,NY,U.S. House New York District 4,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,67.0,45.0,200.0,2.852564102564102,0,0,0,0,0,0,0,0,0,0,0,0
Lutchi Gayot,LutchiGayot,,NY,U.S. House New York District 9,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,104.0,140.0,293.0,2.70391061452514,0,0,0,0,0,0,0,0,0,0,0,0
Chele Farley,CheleFarley,,NY,U.S. Senate New York,Senator,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,232.0,234.0,532.0,2.6012024048096194,0,0,0,0,0,0,0,0,0,0,0,0
Richard Michael DeWine,MikeDeWine,,OH,Governor of Ohio,Governor,Regular,5/8/18,Advanced,None,On the Ballot,59.84,Yes,,,,,,Yes,,,,,,,,,49.0,44.0,431.0,3.4580152671755724,6,3,2,0,10,27,0,1,0,1,4,524
Mary Taylor,MaryTaylorOH,,OH,Governor of Ohio,Governor,Regular,5/8/18,Lost,None,None,40.16,No,,,,,,No,,,,,,,,,191.0,154.0,366.0,2.492264416315049,40,20,25,50,5,24,0,0,0,2,73,711
Beverly Goldstein,BevGoldstein,,OH,U.S. House Ohio District 11,Representative,Regular,5/8/18,Advanced,None,On the Ballot,52.55,Yes,,,,,,,,,,,,,,,90.0,75.0,244.0,2.7530562347188265,3,4,0,17,2,16,0,0,2,2,27,409
Gregory Dunham,,,OH,U.S. House Ohio District 11,Representative,Regular,5/8/18,Lost,None,None,47.45,No,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,409
Troy Balderson,Troy_Balderson,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Advanced,None,On the Ballot,28.72,Yes,,,,,,Yes,No,No,,No,,Yes,,,9.0,12.0,322.0,3.825072886297377,1,1,0,1,0,9,0,0,0,0,8,343
Jon Halverstadt,,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,1.66,No,,,,,,No,No,No,,No,,No,,,,,,,0,0,0,0,0,0,0,0,0,0,0,343
Troy Balderson,RepBalderson,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Advanced,None,On the Ballot,29.22,Yes,,,,,,Yes,No,No,,No,,Yes,,,2.0,2.0,12.0,3.25,0,0,0,0,1,1,0,0,0,0,0,16
Jon Halverstadt,,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,1.45,No,,,,,,No,No,No,,No,,No,,,,,,,0,0,0,0,0,0,0,0,0,0,0,16
John Adams,,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,0.91,No,,,,,,No,No,No,,No,,No,,,,,,,0,0,0,0,0,0,0,0,0,0,0,16
Kevin Bacon,,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,14.26,No,,,,,,No,No,No,,No,,No,,,,,,,0,0,0,0,0,0,0,0,0,0,0,16
Pat Manley,PatManleyOhio,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,1.16,No,,,,,,No,No,No,,No,,No,,,33.0,21.0,28.0,1.8780487804878048,1,3,0,0,0,0,0,0,0,3,3,82
Carol O'Brien,OBrienForOhio,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,6.48,No,,,,,,No,No,No,,No,,No,,,5.0,5.0,66.0,3.6052631578947367,1,0,0,1,0,1,0,0,0,1,3,76
Tim Kane,kaneforohio,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,16.88,No,,,,,,No,No,No,,No,,No,,,21.0,13.0,62.0,2.8541666666666665,0,2,0,4,0,1,0,0,0,1,6,96
Melanie Leneghan,MelanieLeneghan,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,27.58,No,,,,,,No,Yes,Yes,,Yes,,No,,,9.0,5.0,41.0,3.163636363636364,1,0,2,1,0,0,0,0,0,4,8,55
Lawrence Cohen,CohenOH12,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,1.17,No,,,,,,No,No,No,,No,,No,,,39.0,50.0,73.0,2.4197530864197527,1,5,4,2,2,3,0,0,0,1,11,162
Mick Shoemaker Jr.,,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,1.18,No,,,,,,No,No,No,,No,,No,,,,,,,0,0,0,0,0,0,0,0,0,0,0,162
Kevin Bacon,,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,14.27,No,,,,,,No,No,No,,No,,No,,,,,,,0,0,0,0,0,0,0,0,0,0,0,162
Lawrence Cohen,CohenOH12,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,1.17,No,,,,,,No,No,No,,No,,No,,,39.0,50.0,73.0,2.4197530864197527,1,5,4,2,2,3,0,0,0,1,11,162
Tim Kane,kaneforohio,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,17.07,No,,,,,,No,No,No,,No,,No,,,21.0,13.0,62.0,2.8541666666666665,0,2,0,4,0,1,0,0,0,1,6,96
Melanie Leneghan,MelanieLeneghan,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,28.25,No,,,,,,No,Yes,Yes,,Yes,,No,,,9.0,5.0,41.0,3.163636363636364,1,0,2,1,0,0,0,0,0,4,8,55
Pat Manley,PatManleyOhio,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,1.08,No,,,,,,No,No,No,,No,,No,,,33.0,21.0,28.0,1.8780487804878048,1,3,0,0,0,0,0,0,0,3,3,82
Carol O'Brien,OBrienForOhio,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,6.4,No,,,,,,No,No,No,,No,,No,,,5.0,5.0,66.0,3.6052631578947367,1,0,0,1,0,1,0,0,0,1,3,76
Mick Shoemaker Jr.,,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,1.09,No,,,,,,No,No,No,,No,,No,,,,,,,0,0,0,0,0,0,0,0,0,0,0,76
Christopher DePizzo,chrisdepizzo,,OH,U.S. House Ohio District 13,Representative,Regular,5/8/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,127.0,100.0,274.0,2.586826347305389,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Gonzalez,RepAGonzalez,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Advanced,None,On the Ballot,53.07,Yes,Yes,,,,No,Yes,No,,,No,,Yes,Yes,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Christina Hagan,RepHagan,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,40.78,No,Yes,,,,Yes,No,Yes,,,Yes,,No,No,,206.0,173.0,577.0,2.7761506276150634,17,13,56,35,6,43,1,7,0,26,104,956
Michael Grusenmeyer,DrGrusenmeyer,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,6.15,No,No,,,,No,No,No,,,No,,No,No,,0.0,0.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1
Jim Burgess,JimBurgess7,,OH,U.S. House Ohio District 3,Representative,Regular,5/8/18,Advanced,None,On the Ballot,93.1,Yes,,,,,,,,,,,,,,,0.0,0.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,2
Abdulkadir Haji,Hajiforcongress,,OH,U.S. House Ohio District 3,Representative,Regular,5/8/18,Lost,None,None,6.9,No,,,,,,,,,,,,,,,18.0,10.0,41.0,2.6666666666666665,0,1,0,0,0,0,0,0,0,0,0,69
Steven Kraus,TEAMKRAUS,,OH,U.S. House Ohio District 9,Representative,Regular,5/8/18,Advanced,None,On the Ballot,49.45,Yes,,,,,,,,,,,,,,,0.0,0.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1
Keith Colton,colton4congress,,OH,U.S. House Ohio District 9,Representative,Regular,5/8/18,Lost,None,None,29.86,No,,,,,,,,,,,,,,,0.0,0.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,3
W. Benjamin Franklin,,,OH,U.S. House Ohio District 9,Representative,Regular,5/8/18,Lost,None,None,20.7,No,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3
Jim Renacci,RepJimRenacci,,OH,U.S. Senate Ohio,Senator,Regular,5/8/18,Advanced,None,On the Ballot,47.34,Yes,,Yes,,,Yes,Yes,,,Yes,,No,,,,116.0,160.0,544.0,3.0439024390243903,4,15,2,17,19,141,2,1,0,3,84,820
Don Eckhart,DoneOnFaith,,OH,U.S. Senate Ohio,Senator,Regular,5/8/18,Lost,None,None,3.88,No,,No,,,No,No,,,No,,No,,,,5.0,1.0,4.0,1.8,0,0,0,0,0,0,0,0,0,0,1,10
Mike Gibbons,MikeGibbonsOH,,OH,U.S. Senate Ohio,Senator,Regular,5/8/18,Lost,None,None,31.69,No,,No,,,No,No,,,No,,Yes,,,,28.0,55.0,307.0,3.4307692307692306,12,1,5,5,1,10,0,0,0,4,23,390
Melissa Ackison,MelissaAckison,,OH,U.S. Senate Ohio,Senator,Regular,5/8/18,Lost,None,None,13.09,No,,No,,,No,No,,,No,,No,,,,334.0,300.0,542.0,2.3537414965986394,12,58,20,2,4,14,0,3,0,4,47,1176
Dan Kiley,kileyforsenate,,OH,U.S. Senate Ohio,Senator,Regular,5/8/18,Lost,None,None,3.99,No,,No,,,No,No,,,No,,No,,,,13.0,12.0,39.0,2.8125,0,0,0,1,2,3,0,0,0,3,3,64
Mick Cornett,MickforGovernor,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Advanced,Lost,None,29.34,No,,,,,,,,,,,,,,,13.0,26.0,251.0,3.641379310344828,0,0,0,2,3,13,0,0,0,2,2,290
Mick Cornett,MickCornett,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Advanced,Lost,None,29.34,No,,,,,,,,,,,,,,,77.0,103.0,772.0,3.460084033613445,2,0,0,0,23,10,0,0,0,3,1,952
Kevin Stitt,GovStitt,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Advanced,Advanced,On the Ballot,24.41,Yes,,,,,,,,,,,,,,,54.0,74.0,441.0,3.3602811950790863,5,5,9,2,26,15,0,0,0,5,10,569
Christopher Barnett,,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,1.16,No,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,569
Dan Fisher,DanLFisher,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,7.91,No,,,,,,,,,,,,,,,4.0,3.0,6.0,2.3076923076923075,0,0,1,0,0,0,0,0,0,0,0,13
Eric Foutch,,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,0.51,No,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,13
Barry Gowdy,,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,0.52,No,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,13
Gary Jones,JonesOK2018,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,5.58,No,,,,,,,,,,,,,,,76.0,63.0,123.0,2.3587786259541983,0,0,1,0,8,3,0,0,0,1,0,262
Todd Lamb,LtGovToddLamb,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,23.86,No,,,,,,,,,,,,,,,3.0,3.0,17.0,3.217391304347826,0,1,0,0,1,0,0,0,0,0,0,23
Todd Lamb,ToddGLamb,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,23.86,No,,,,,,,,,,,,,,,9.0,23.0,256.0,3.7152777777777777,5,5,2,0,9,2,0,0,0,4,13,288
Gary Richardson,,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,4.02,No,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,288
Blake Cowboy Stephens,,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,2.7,No,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,288
Kevin Hern,krhern,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,Advanced,On the Ballot,22.68,Yes,,,,,,,,No,,No,,Yes,,,27.0,26.0,230.0,3.4346289752650176,5,0,3,13,3,37,0,0,0,5,89,283
Kevin Hern,repkevinhern,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,Advanced,On the Ballot,22.68,Yes,,,,,,,,No,,No,,Yes,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Tim Harris,VoteTimHarris,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,Lost,None,27.48,No,,,,,,,,,,No,,No,,,0.0,1.0,5.0,3.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,6
Nathan Dahm,NathanDahm,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,None,20.17,No,,,,,,,,,,No,,No,,,35.0,41.0,40.0,2.086206896551724,2,0,1,0,0,0,0,0,0,3,2,116
Andy Coleman,AndyColeman79,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,None,21.85,No,,,,,,,,,,Yes,,No,,,14.0,10.0,127.0,3.4966887417218544,0,0,2,1,0,0,0,0,0,10,5,151
Danny Stockstill,Stockstill4OK,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,None,7.83,No,,,,,,,,,,No,,No,,,0.0,5.0,9.0,3.2857142857142856,0,0,0,0,1,0,0,0,0,0,0,14
Danny Stockstill,dannystockstill,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,None,7.83,No,,,,,,,,,,No,,No,,,1.0,0.0,5.0,3.333333333333333,0,0,0,0,0,0,0,0,0,0,0,6
Knute Buehler,KnuteBuehler,,OR,Governor of Oregon,Governor,Regular,5/15/18,Advanced,None,On the Ballot,45.9,Yes,,,,,,No,,,,,,,,,388.0,264.0,742.0,2.5078909612625537,8,77,34,3,83,29,8,0,6,7,2,1394
Bruce Cuff,brucecuff,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,1.55,No,,,,,,No,,,,,,,,,0.0,0.0,8.0,4.0,0,0,0,0,0,0,0,0,0,0,0,8
Sam Carpenter,CarpenterforOR,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,28.85,No,,,,,,No,,,,,,,,,45.0,97.0,278.0,3.1095238095238096,35,3,12,10,0,3,0,0,0,2,61,420
Jeff Smith,,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,1.49,No,,,,,,No,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,420
Keenan Bohach,,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,0.25,No,,,,,,No,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,420
Jack Tacy,,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,0.16,No,,,,,,No,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,420
Greg Wooldridge,greg_wooldridge,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,20.08,No,,,,,,Yes,,,,,,,,,29.0,26.0,85.0,2.8,10,1,3,1,2,3,0,0,0,1,1,140
Jonathan Edwards (Oregon),,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,0.27,No,,,,,,No,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,140
Brett Hyland,,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,0.24,No,,,,,,No,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,140
David Stauffer,,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,0.67,No,,,,,,No,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,140
John Verbeek,,,OR,U.S. House Oregon District 1,Representative,Regular,5/15/18,Advanced,None,On the Ballot,50.61,Yes,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,140
George Griffith,,,OR,U.S. House Oregon District 1,Representative,Regular,5/15/18,Lost,None,None,40.72,No,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,140
Preston Miller,,,OR,U.S. House Oregon District 1,Representative,Regular,5/15/18,Lost,None,None,7.71,No,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,140
Art Robinson,ArtForCongress,,OR,U.S. House Oregon District 4,Representative,Regular,5/15/18,Advanced,None,On the Ballot,45.51,Yes,,,,,,Yes,,,,,,,,,3.0,5.0,45.0,3.5849056603773586,0,0,0,0,1,0,0,0,0,0,2,53
Jo Rae Perkins,PerkinsForUSRep,,OR,U.S. House Oregon District 4,Representative,Regular,5/15/18,Lost,None,None,20.81,No,,,,,,Yes,,,,,,,,,299.0,281.0,947.0,2.8487229862475436,65,1,47,13,1,4,2,0,1,25,134,1527
Stefan Strek,realStefanStrek,,OR,U.S. House Oregon District 4,Representative,Regular,5/15/18,Lost,None,None,3.36,No,,,,,,No,,,,,,,,,119.0,150.0,225.0,2.42914979757085,68,19,3,12,5,18,3,0,0,46,71,494
Court Boice,,,OR,U.S. House Oregon District 4,Representative,Regular,5/15/18,Lost,None,None,23.62,No,,,,,,Yes,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,494
Michael Polen,Polen4Congress,,OR,U.S. House Oregon District 4,Representative,Regular,5/15/18,Lost,None,None,5.95,No,,,,,,No,,,,,,,,,16.0,20.0,52.0,2.8181818181818183,7,0,2,5,0,1,0,0,2,0,11,88
Mark Callahan,Callahan4Oregon,,OR,U.S. House Oregon District 5,Representative,Regular,5/15/18,Advanced,None,On the Ballot,61.9,Yes,,,,,,Yes,,,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Joey Nations,joey_nations,,OR,U.S. House Oregon District 5,Representative,Regular,5/15/18,Lost,None,None,20.61,No,,,,,,No,,,,,,,,,445.0,398.0,652.0,2.276923076923077,8,8,4,61,7,7,5,1,0,11,222,1495
Robert Reynolds,rob4congress18,,OR,U.S. House Oregon District 5,Representative,Regular,5/15/18,Lost,None,None,16.64,No,,,,,,Yes,,,,,,,,,9.0,10.0,27.0,2.782608695652174,7,2,0,1,0,4,0,0,0,0,7,46
Scott Wagner,realScottWagner,,PA,Governor of Pennsylvania,Governor,Regular,5/15/18,Advanced,None,On the Ballot,44.3,Yes,,,Yes,,,,,,,,,,,,84.0,87.0,361.0,3.0413533834586466,4,3,5,4,27,11,1,0,0,0,12,532
Laura Ellsworth,,,PA,Governor of Pennsylvania,Governor,Regular,5/15/18,Lost,None,None,18.83,No,,,No,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,532
Paul Mango,,,PA,Governor of Pennsylvania,Governor,Regular,5/15/18,Lost,None,None,36.87,No,,,No,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,532
John Joyce,JohnJoyceForPA,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Advanced,None,On the Ballot,22.02,Yes,,,,,,,,No,,No,,Yes,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Art Halvorson,ArtHalvorson,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,15.33,No,,,,,,,,,,No,,No,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
