candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,has_twitter,num_endorsements,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,kavanaugh_tweet_count,education_tweet_count,jobs_tweet_count,tax_tweet_count,fake_news_tweet_count,environment_tweet_count,sexual_assault_tweet_count,gender_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets,count_negative,count_neutral,count_positive,sentiment,gun_control_sentiment,health_care_sentiment,abortion_sentiment,immigration_sentiment,kavanaugh_sentiment,education_sentiment,jobs_sentiment,tax_sentiment,fake_news_sentiment,environment_sentiment,sexual_assault_sentiment,gender_sentiment,women_sentiment,lgbt_sentiment,freedom_sentiment,trump_sentiment
John Heenan,Heenan4Montana,,MT,U.S. House Montana At-large District,Representative,Regular,6/5/18,Lost,None,None,-21.41,31.709999,No,,No,No,No,Yes,No,No,,,No,,,,Yes,Yes,,,,,,True,2,1,4,0,0,0,1,2,5,0,0,0,0,0,0,0,1,114,13,43,58,0.11403508771929825,,0.0,,0.0,,0.16666666666666666,0.0,,,,,,,,,0.0
John Meyer,MeyerforMontana,,MT,U.S. House Montana At-large District,Representative,Regular,6/5/18,Lost,None,None,-21.41,3.3399999,No,,No,No,No,No,Yes,No,,,Yes,,,,No,No,,,,,,True,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,2,49,11,20,18,0.22448979591836726,,0.0,,,,,,,,0.0,,,,,,
Kathleen Williams,WilliamsForMT,,MT,U.S. House Montana At-large District,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-21.41,33.52,Yes,,No,No,Yes,No,No,No,,,Yes,,,,No,No,,,,,,True,1,24,44,4,3,0,2,12,6,0,2,1,1,2,1,1,4,386,67,109,210,0.17357512953367876,0.2,0.2222222222222222,,0.0,,0.25,0.25,0.0,0.0,0.0,,,,1.0,0.0,0.09090909090909091
Lynda Moss,for_moss,,MT,U.S. House Montana At-large District,Representative,Regular,6/5/18,Lost,None,None,-21.41,5.0599999,No,,No,No,Yes,No,No,No,,,No,,,,No,No,,,,,,True,0,1,2,0,0,0,2,2,0,0,0,0,0,1,0,0,1,29,6,7,16,0.206896551724138,,,,1.0,0.0,,0.0,,,,0.0,0.0,0.0,,,0.5
Phillip Price,Price4WNC,,NC,U.S. House North Carolina District 11,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-29.559999,40.59,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,True,1,11,70,0,2,9,40,52,19,0,21,2,2,3,0,10,7,698,88,212,398,0.12607449856733524,0.0625,0.06666666666666667,0.0,0.0,,0.14285714285714285,0.0,0.4,,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.18181818181818182
Scott Donaldson,ScottDonaldson4Congress,,NC,U.S. House North Carolina District 11,Representative,Regular,5/8/18,Lost,None,None,-29.559999,28.27,No,White,No,No,No,No,Yes,No,,,No,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Steve Woodsmall,SteveWoodsmall,,NC,U.S. House North Carolina District 11,Representative,Regular,5/8/18,Lost,None,None,-29.559999,31.139999,No,White,Yes,No,No,No,No,No,,,No,,,,,,,,,,,True,0,25,9,5,4,0,3,25,1,0,7,0,0,0,2,3,8,353,42,120,191,0.1189801699716714,0.0,0.0,,0.0,,0.2,0.16666666666666666,,,0.0,,,,,0.0,0.3333333333333333
Adam Coker,AdamFromNC,,NC,U.S. House North Carolina District 13,Representative,Regular,5/8/18,Lost,None,None,-11.28,29.860001,No,White,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,True,1,20,14,0,3,0,7,10,1,0,0,0,0,0,3,0,9,217,40,83,94,0.18433179723502305,,0.15,,0.0,,,0.14285714285714285,0.0,,0.0,,,,,,0.2
Kathy Manning,KathyManningNC,,NC,U.S. House North Carolina District 13,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-11.28,70.139999,Yes,White,No,No,No,No,No,No,Yes,Yes,No,,,,,,,,,,,True,2,4,41,0,2,0,20,21,6,0,2,0,0,0,0,3,0,496,84,92,320,0.1693548387096774,0.2,0.13793103448275862,0.0,,,0.2,0.0,0.19230769230769232,,,,,,0.0,0.75,0.16666666666666666
Ken Romley,kenromley,,NC,U.S. House North Carolina District 2,Representative,Regular,5/8/18,Lost,None,None,-12.98,32.299999,No,White,No,No,No,Yes,Yes,No,,,Yes,,,,,,,,,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Linda Coleman,LindaForNC,,NC,U.S. House North Carolina District 2,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-12.98,56.0,Yes,Nonwhite,No,No,Yes,No,No,No,,,Yes,,,,,,,,,,,True,1,8,29,1,0,0,12,33,2,0,3,0,0,0,0,0,1,164,15,32,117,0.09146341463414634,0.0,0.0,,,,,,0.0,,,,,,,0.0,0.0
Wendy May,ElectWendy2018,,NC,U.S. House North Carolina District 2,Representative,Regular,5/8/18,Lost,None,None,-12.98,11.7,No,White,Yes,Yes,No,No,No,No,,,Yes,,,,,,,,,,,True,1,24,7,1,1,0,3,6,0,2,5,0,0,0,19,1,17,385,59,140,186,0.15324675324675324,0.5,0.125,0.0,0.0,,,0.0,0.125,,,,,,,,0.16666666666666666
Denise Adams,DDAdamsCongress,,NC,U.S. House North Carolina District 5,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-19.280001,54.400002,Yes,Nonwhite,No,No,Yes,No,No,No,,,No,,,,,No,,,Yes,,,True,1,46,27,5,4,1,29,32,12,0,6,0,0,0,7,7,32,1159,230,357,572,0.1984469370146678,0.1,0.17647058823529413,0.125,0.3684210526315789,0.3333333333333333,1.0,0.23529411764705882,0.21649484536082475,,0.4,1.0,1.0,1.0,,0.14285714285714285,0.2024793388429752
Jenny Marshall,Marshall4House,,NC,U.S. House North Carolina District 5,Representative,Regular,5/8/18,Lost,None,None,-19.280001,45.599998,No,White,No,No,No,No,No,No,,,Yes,,,,,Yes,,,No,,,True,2,25,41,0,14,2,30,31,9,0,9,4,4,4,8,0,86,843,176,307,360,0.20877817319098452,0.25,0.1566265060240964,0.0,0.3333333333333333,,0.3333333333333333,0.18181818181818182,0.11904761904761904,,0.1111111111111111,,,,0.4,0.25,0.20588235294117646
Gerald Wong,Wong4Congress,,NC,U.S. House North Carolina District 6,Representative,Regular,5/8/18,Lost,None,None,-16.73,22.799999,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,,,No,,,,True,0,13,23,0,0,5,0,4,6,0,0,1,1,1,0,0,24,254,62,132,60,0.2440944881889764,0.6666666666666666,0.35,,0.0,,0.3333333333333333,0.3333333333333333,0.17647058823529413,,0.3333333333333333,,,,,,0.18518518518518517
Ryan Watts,watts4congress,,NC,U.S. House North Carolina District 6,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-16.73,77.199997,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,Yes,,,,True,2,15,41,2,5,1,23,43,19,4,5,1,1,1,1,2,29,902,229,338,335,0.25388026607538805,0.3,0.28125,0.25,0.08333333333333333,0.5,0.16666666666666666,0.2608695652173913,0.0,,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.2,0.0,0.30434782608695654
Grayson Parker,graysonparker,,NC,U.S. House North Carolina District 7,Representative,Regular,5/8/18,Lost,None,None,-18.98,33.0,No,White,No,No,No,No,Yes,No,,,No,,,,,,,,,,,True,0,3,5,0,0,0,4,3,1,0,4,0,0,0,1,0,3,102,13,41,48,0.12745098039215685,0.0,,,,0.14285714285714285,,0.5,,,,0.0,0.0,0.0,0.0,,0.0
Kyle Horton,drkyle4congress,,NC,U.S. House North Carolina District 7,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-18.98,67.0,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,,,,,,,,True,1,25,58,0,3,0,16,30,6,3,23,0,0,0,0,12,17,806,126,259,421,0.15632754342431762,0.16666666666666666,0.16,0.0,0.14285714285714285,0.0,0.1,0.2222222222222222,0.07692307692307693,,0.0,,,,0.0,0.5,0.12727272727272726
Frank McNeill,Frank4NC,,NC,U.S. House North Carolina District 8,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-16.360001,56.099998,Yes,White,No,No,No,No,No,No,,,No,,,,,,,,,,,True,0,1,4,0,1,0,8,5,0,0,0,0,0,0,0,1,4,163,28,42,93,0.17177914110429449,0.5,0.15384615384615385,,,,1.0,0.2222222222222222,0.05263157894736842,,,,,,,,0.25
Marc Tiegel,mtiegel,,NC,U.S. House North Carolina District 8,Representative,Regular,5/8/18,Lost,None,None,-16.360001,20.9,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,True,1,15,4,0,2,0,4,6,0,1,5,0,0,0,1,1,14,371,42,125,204,0.11320754716981132,0.14285714285714285,0.11904761904761904,,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,,0.375,,,,0.0,,0.05263157894736842
Scott Huffman,ElectScottNC08,,NC,U.S. House North Carolina District 8,Representative,Regular,5/8/18,Lost,None,None,-16.360001,23.0,No,White,Yes,No,No,No,No,No,,,Yes,,,,,,,,,,,True,1,131,47,1,50,15,25,65,16,7,15,9,9,9,3,4,368,2412,762,959,691,0.31592039800995025,0.2564102564102564,0.3387096774193548,0.23076923076923078,0.36666666666666664,0.5,0.325,0.3380281690140845,0.3225806451612903,,0.26666666666666666,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.35714285714285715,0.2857142857142857,0.3333333333333333
Christian Cano,Cano4CongressNC,,NC,U.S. House North Carolina District 9,Representative,Regular,5/8/18,Lost,None,None,-14.13,17.200001,No,Nonwhite,No,Yes,No,No,No,No,No,,,,,,,,,No,,No,,True,0,52,51,5,2,5,3,4,1,0,3,22,22,22,25,2,28,592,94,261,237,0.15878378378378374,0.24242424242424243,0.09090909090909091,,0.16666666666666666,,0.0,0.14285714285714285,0.0,,0.0,,,,,1.0,0.20833333333333334
Dan McCready,McCreadyForNC,,NC,U.S. House North Carolina District 9,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-14.13,82.800003,Yes,White,Yes,No,No,No,No,No,Yes,,,,,,,,,Yes,,Yes,,True,3,0,8,0,1,0,9,9,4,0,5,0,0,0,0,6,3,504,76,122,306,0.1507936507936508,0.027777777777777776,0.16666666666666666,0.3333333333333333,0.0,,0.4,0.16666666666666666,0.0,,0.0,0.0,0.0,0.0,,,0.2857142857142857
Mac Schneider,mac4northdakota,,ND,U.S. House North Dakota At-large District,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-34.779999,100.0,Yes,,No,No,Yes,No,No,No,,,,,,,,,,,,,,True,0,1,20,0,1,0,0,7,3,0,2,0,0,0,0,0,5,255,39,65,151,0.15294117647058825,0.0,0.17647058823529413,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.5,0.5
Bob Krist,bobkristne,,NE,Governor of Nebraska,Governor,Regular,5/15/18,Advanced,None,On the Ballot,-26.76,59.810001,Yes,White,Yes,No,Yes,No,No,No,,,,,,,,,,,No,,,True,0,10,31,1,0,0,10,11,28,0,0,0,0,0,1,4,11,628,150,178,300,0.2388535031847133,0.08333333333333333,0.23809523809523808,,0.4,0.0,0.2,0.18181818181818182,0.2,,0.4,0.0,0.0,0.0,,0.25,0.25
Tyler Davis,TylerDavis4NE,,NE,Governor of Nebraska,Governor,Regular,5/15/18,Lost,None,None,-26.76,11.39,No,White,No,No,No,No,No,No,,,,,,,,,,,No,,,True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,5,12,23,0.125,0.25,0.0,,,,,,,,0.0,,,,,,
Vanessa Ward,ApostleVWard,ForWardGovernor,NE,Governor of Nebraska,Governor,Regular,5/15/18,Lost,None,None,-26.76,28.799999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,No,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,13,38,167,0.059633027522935776,,,,,,,,,,,,,,,,
Dennis Crawford,DennisPCrawford,,NE,U.S. House Nebraska District 1,Representative,Regular,5/15/18,Lost,None,None,-22.66,33.900002,No,,No,No,No,No,No,No,,,Yes,,,,,,,,No,,,True,1,113,204,10,40,75,10,50,189,0,22,1,1,1,5,11,463,2413,1021,983,409,0.4231247409863241,0.45,0.38095238095238093,0.6,0.22580645161290322,0.39285714285714285,0.3333333333333333,0.32075471698113206,0.15384615384615385,0.0,0.36666666666666664,0.0,0.0,0.0,0.3,0.23076923076923078,0.391304347826087
Jessica McClure,Clure4Congress,,NE,U.S. House Nebraska District 1,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-22.66,66.099998,Yes,,No,No,No,No,Yes,No,,,Yes,,,,,,,,No,,,True,1,20,64,8,12,2,18,23,13,0,11,11,11,11,26,4,23,923,204,299,420,0.2210184182015168,0.14814814814814814,0.12280701754385964,0.0,0.23076923076923078,0.5,0.4,0.04,0.18181818181818182,,0.4666666666666667,0.0,0.0,0.0,1.0,0.2727272727272727,0.19047619047619047
Brad Ashford,RepBradAshford,BradAshford18,NE,U.S. House Nebraska District 2,Representative,Regular,5/15/18,Lost,None,None,-5.98,48.360001,No,,No,No,Yes,No,No,No,Yes,,Yes,,,,,No,No,,No,,,True,2,67,38,1,14,8,11,29,32,0,6,1,1,1,2,2,121,1071,354,396,321,0.33053221288515405,,,,,,,,,,,,,,,,
