candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,primary_pctg,won_primary,rep_party_support,trump_endorsed,bannon_endorsed,great_america_endorsed,nra_endorsed,right_to_life_endorsed,susan_b_anthony_endorsed,club_for_growth_endorsed,koch_support,house_freedom_support,tea_party_endorsed,main_street_endorsed,chamber_endorsed,no_labels_support,has_twitter,num_endorsements,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,kavanaugh_tweet_count,education_tweet_count,jobs_tweet_count,tax_tweet_count,fake_news_tweet_count,environment_tweet_count,sexual_assault_tweet_count,gender_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets,count_negative,count_neutral,count_positive,sentiment
Shawn Gino Kane,,,CA,U.S. House California District 53,Representative,Regular,6/5/18,Lost,None,None,10.91,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,-1,-1,-1,-1
Andrew Grant,AndrewFGrant,,CA,U.S. House California District 7,Representative,Regular,6/5/18,Advanced,None,On the Ballot,69.15,Yes,Yes,,,,,,,,,,,,Yes,,False,2,1,16,1,13,0,7,21,9,0,3,0,0,0,0,7,16,520,0.27115384615384613,0.16923076923076924,0.5596153846153846,2.576923076923077
Yona Barash,DrYonaBarash,,CA,U.S. House California District 7,Representative,Regular,6/5/18,Lost,None,None,30.85,No,No,,,,,,,,,,,,No,,False,0,1,3,0,5,0,1,2,5,0,0,1,1,1,0,1,3,83,0.3132530120481928,0.18072289156626506,0.5060240963855421,2.3855421686746987
Jerry Laws,,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,3.04,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,-1,-1,-1,-1
Kevin Mottus,Kevin_Mottus,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,3.94,No,,,,,,No,,,,,,,,,False,0,0,2,0,1,0,0,2,0,0,8,0,0,0,0,0,4,149,0.4228187919463087,0.24161073825503357,0.33557046979865773,1.825503355704698
Roque De La Fuente,JoinRocky,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,6.11,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Tom Palzer,tom_palzer,TomPazer,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,9.26,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Patrick Little,,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,4.06,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Erin Cruz,RealErinCruz,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,12.06,No,,,,,,No,,,,,,,,,False,0,129,185,49,324,65,17,114,39,17,17,3,3,3,3,276,1015,9252,0.23032857760484218,0.20622568093385213,0.5634457414613057,2.666234327712927
Mario Nabliba,ForSenate1,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,1.77,No,,,,,,No,,,,,,,,,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0.07692307692307693,0.23076923076923078,0.6923076923076923,3.230769230769231
Paul Taylor,,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,14.59,No,,,,,,Yes,,,,,,,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,-1,-1,-1
Arun Bhumitra,IAmArunBhumitra,ArunKBhumitra,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,15.82,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0.0,0.3333333333333333,0.6666666666666666,3.3333333333333335
James Bradley,JamesBradleyMBA,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,25.08,No,,,,,,No,,,,,,,,,False,0,4,23,2,26,11,1,5,10,6,1,0,0,0,0,7,278,929,0.2680301399354144,0.24542518837459634,0.4865446716899892,2.43702906350915
John Crew,,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,4.24,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,-1,-1,-1,-1
Walker Stapleton,WalkerStapleton,,CO,Governor of Colorado,Governor,Regular,6/26/18,Advanced,None,On the Ballot,47.67,Yes,,,,,,,,,,,,,,,False,0,2,13,0,0,0,4,11,5,0,1,0,0,0,0,1,1,271,0.14022140221402213,0.16236162361623616,0.6974169741697417,3.114391143911439
Greg Lopez,Lopez4Governor,,CO,Governor of Colorado,Governor,Regular,6/26/18,Lost,None,None,13.2,No,,,,,,,,,,,,,,,False,0,8,3,1,2,0,8,3,3,0,0,0,0,0,0,6,8,255,0.043137254901960784,0.12549019607843137,0.8313725490196079,3.5764705882352943
Victor Mitchell,_VictorMitchell,,CO,Governor of Colorado,Governor,Regular,6/26/18,Lost,None,None,30.12,No,,,,,,,,,,,,,,,False,0,2,8,2,2,0,10,13,24,0,0,0,0,0,0,7,14,217,0.2672811059907834,0.2626728110599078,0.4700460829493088,2.4055299539170507
Doug Robinson,DougRobinsonCO,,CO,Governor of Colorado,Governor,Regular,6/26/18,Lost,None,None,9.01,No,,,,,,,,,,,,,,,False,0,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,99,0.2828282828282828,0.18181818181818182,0.5353535353535354,2.505050505050505
Peter Yu,PeterYuCO,,CO,U.S. House Colorado District 2,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,False,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,46,0.043478260869565216,0.06521739130434782,0.8913043478260869,3.6956521739130435
Bob Stefanowski,bobforgovernor,,CT,Governor of Connecticut,Governor,Regular,8/14/18,Advanced,None,On the Ballot,29.3,Yes,,,,,,,,,,,,,,,False,0,9,0,0,0,0,3,101,289,0,0,0,0,0,0,0,21,1133,0.23477493380406,0.21270962047661077,0.5525154457193292,2.6354810238305384
Mark Boughton,MayorMark,,CT,Governor of Connecticut,Governor,Regular,8/14/18,Lost,None,None,21.2,No,,,,,,,,,,,,,,,False,0,14,0,0,0,0,7,2,2,1,1,1,1,1,0,1,0,1159,0.26919758412424505,0.181190681622088,0.5496117342536669,2.560828300258844
Steve Obsitnik,SteveObsitnik,,CT,Governor of Connecticut,Governor,Regular,8/14/18,Lost,None,None,13.5,No,,,,,,,,,,,,,,,False,0,0,1,0,1,0,4,31,8,0,1,1,1,1,0,3,0,358,0.19553072625698323,0.1424581005586592,0.6620111731843575,2.9329608938547485
Tim Herbst,timherbst,,CT,Governor of Connecticut,Governor,Regular,8/14/18,Lost,None,None,17.6,No,,,,,,,,,,,,,,,False,0,14,0,0,1,1,1,2,6,0,0,0,0,0,0,3,2,411,0.18248175182481752,0.09732360097323602,0.7201946472019465,3.0754257907542577
David Stemerman,DavidStemerman,,CT,Governor of Connecticut,Governor,Regular,8/14/18,Lost,None,None,18.4,No,,,,,,,,,,,,,,,False,0,5,2,0,2,0,17,24,46,0,3,0,0,0,0,4,1,762,0.16666666666666666,0.14304461942257218,0.6902887139107612,3.047244094488189
Manny Santos,MannySantos123,,CT,U.S. House Connecticut District 5,Representative,Regular,8/14/18,Advanced,None,On the Ballot,51.7,Yes,,,,,,,,,,,,,,,False,0,7,4,0,8,0,1,4,6,2,0,1,1,1,0,1,12,203,0.33004926108374383,0.22167487684729065,0.4482758620689655,2.2364532019704435
Ruby Corby O'Neill,rubycorbyoneill,,CT,U.S. House Connecticut District 5,Representative,Regular,8/14/18,Lost,None,None,26.7,No,,,,,,,,,,,,,,,False,0,3,1,0,3,0,0,1,0,0,0,0,0,0,0,3,0,61,0.03278688524590164,0.04918032786885246,0.9180327868852459,3.7704918032786887
Rich DuPont,DuPont4Congress,,CT,U.S. House Connecticut District 5,Representative,Regular,8/14/18,Lost,None,None,21.7,No,,,,,,,,,,,,,,,False,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,1,95,0.10526315789473684,0.05263157894736842,0.8421052631578947,3.473684210526316
Matthew Corey,MattCoreyCT,,CT,U.S. Senate Connecticut,Senator,Regular,8/14/18,Advanced,None,On the Ballot,76.7,Yes,,,,,,,,,,,,,,,False,0,6,0,0,5,15,1,5,3,0,0,2,2,2,0,3,33,323,0.09907120743034056,0.09907120743034056,0.8018575851393189,3.4055727554179565
Dominic Rapini,MacDommer,,CT,U.S. Senate Connecticut,Senator,Regular,8/14/18,Lost,None,None,23.3,No,,,,,,,,,,,,,,,False,0,8,14,3,38,4,11,69,19,4,1,7,7,8,0,7,44,1284,0.12694704049844235,0.21962616822429906,0.6534267912772586,3.0529595015576323
Lee Murphy,goMurph2020,,DE,U.S. House Delaware At-large District,Representative,Regular,9/6/18,Lost,None,None,47.0,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Scott Walker,,,DE,U.S. House Delaware At-large District,Representative,Regular,9/6/18,Advanced,None,On the Ballot,53.0,Yes,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Gene Truono,,,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,28.0,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Robert Arlett,RobArlett,,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Advanced,None,On the Ballot,66.8,Yes,,,,,,,,,,,,,,,False,0,4,20,1,12,2,3,15,7,0,1,2,2,2,0,2,8,253,0.20948616600790515,0.2134387351778656,0.5770750988142292,2.7351778656126484
Roque De La Fuente,JoinRocky,,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,5.3,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Bruce Nathan,brucenathan2018,,FL,Governor of Florida,Governor,Regular,8/28/18,Lost,None,None,0.9,No,,,,,,No,,,No,,,,No,,False,0,5,2,0,0,0,1,2,0,1,0,0,0,0,0,1,23,156,0.20512820512820512,0.2564102564102564,0.5384615384615384,2.6666666666666665
Ron DeSantis,RonDeSantisFL,,FL,Governor of Florida,Governor,Regular,8/28/18,Advanced,None,On the Ballot,56.5,Yes,,Yes,,,,,,,Yes,,,,No,,False,2,6,9,1,18,1,35,38,44,3,4,0,0,0,0,12,93,766,0.1409921671018277,0.1671018276762402,0.6919060052219321,3.101827676240209
Don Baldauf,FreeFavorsBold,,FL,Governor of Florida,Governor,Regular,8/28/18,Lost,None,None,0.8,No,,No,,,,No,,,No,,,,No,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.1111111111111111,0.2222222222222222,0.6666666666666666,3.111111111111111
Bob White,BobWhiteForGov,,FL,Governor of Florida,Governor,Regular,8/28/18,Lost,None,None,2.0,No,,No,,,,No,,,No,,,,No,,False,0,19,4,1,1,0,14,7,5,0,5,0,0,0,0,7,7,386,0.27979274611398963,0.21761658031088082,0.5025906735751295,2.4455958549222796
Adam Putnam,adamputnam,,FL,Governor of Florida,Governor,Regular,8/28/18,Lost,None,None,36.6,No,,No,,,,,,,No,,,,Yes,,False,1,12,2,2,10,1,19,44,9,1,2,0,0,0,0,29,39,736,0.18478260869565216,0.14673913043478262,0.6684782608695652,2.967391304347826
Timothy Devine,,,FL,Governor of Florida,Governor,Regular,8/28/18,Lost,None,None,1.3,No,,No,,,,No,,,No,,,,No,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,-1,-1,-1,-1
Bob Langford,,,FL,Governor of Florida,Governor,Regular,8/28/18,Lost,None,None,1.2,No,,No,,,,No,,,No,,,,No,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,-1,-1,-1,-1
John Joseph Mercadante,gzijcqzw,,FL,Governor of Florida,Governor,Regular,8/28/18,Lost,None,None,0.7,No,,No,,,,No,,,No,,,,No,,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,12,160,0.25625,0.30625,0.4375,2.3625
George Buck,gbuck_jr,,FL,U.S. House Florida District 13,Representative,Regular,8/28/18,Advanced,None,On the Ballot,56.0,Yes,,,,,,Yes,,,,,,,,,False,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,93,0.13978494623655913,0.17204301075268819,0.6881720430107527,3.096774193548387
Brad Sostack,BradSostack,,FL,U.S. House Florida District 13,Representative,Regular,8/28/18,Lost,None,None,44.0,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Neil Combee,NeilCombee,,FL,U.S. House Florida District 15,Representative,Regular,8/28/18,Lost,None,None,34.1,No,,,,,,No,,,,,,,,,False,0,7,2,3,7,1,0,0,1,0,0,0,0,0,1,2,53,138,0.3188405797101449,0.30434782608695654,0.37681159420289856,2.1159420289855073
Ross Spano,RossSpano,,FL,U.S. House Florida District 15,Representative,Regular,8/28/18,Advanced,None,On the Ballot,43.7,Yes,,,,,,,,,,,,,,,False,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,18,2,98,0.17346938775510204,0.10204081632653061,0.7244897959183674,3.1020408163265305
Sean Harper,,,FL,U.S. House Florida District 15,Representative,Regular,8/28/18,Lost,None,None,10.0,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,-1,-1,-1,-1
Danny Kushmer,DannyKushmer,,FL,U.S. House Florida District 15,Representative,Regular,8/28/18,Lost,None,None,6.7,No,,,,,,,,,,,,,,,False,0,13,4,3,22,11,3,14,8,0,0,0,0,0,1,3,126,1086,0.12246777163904236,0.15009208103130756,0.7274401473296501,3.2099447513812156
Ed Shoemaker,EdShoemakerFl,,FL,U.S. House Florida District 15,Representative,Regular,8/28/18,Lost,None,None,5.5,No,,,,,,No,,,,,,,,,False,0,8,0,14,6,2,3,0,1,2,0,0,0,0,0,0,14,192,0.20833333333333334,0.22916666666666666,0.5625,2.7083333333333335
Greg Steube,gregsteube,,FL,U.S. House Florida District 17,Representative,Regular,8/28/18,Advanced,None,On the Ballot,62.4,Yes,,,,,Yes,,,Yes,Yes,Yes,Yes,No,No,,False,5,5,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,31,0.12903225806451613,0.1935483870967742,0.6774193548387096,3.096774193548387
Julio Gonzalez,TaxReformExpert,,FL,U.S. House Florida District 17,Representative,Regular,8/28/18,Lost,None,None,18.3,No,,,,,No,,,No,No,No,No,Yes,Yes,,False,2,2,12,0,62,63,2,64,174,3,2,3,3,3,0,2,526,1608,0.38619402985074625,0.2462686567164179,0.3675373134328358,1.962686567164179
Bill Akins,,,FL,U.S. House Florida District 17,Representative,Regular,8/28/18,Lost,None,None,19.3,No,,,,,No,No,,No,No,No,No,No,No,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608,-1,-1,-1,-1
Nicolas Kimaz,NicolasKimazFL,,FL,U.S. House Florida District 22,Representative,Regular,8/28/18,Advanced,None,On the Ballot,41.0,Yes,,,,,,No,,,,,,,,,False,0,8,0,4,4,0,1,0,0,0,0,0,0,0,0,0,18,102,0.2549019607843137,0.12745098039215685,0.6176470588235294,2.7254901960784315
Javier Manjarres,JavManjarres,,FL,U.S. House Florida District 22,Representative,Regular,8/28/18,Lost,None,None,33.9,No,,,,,,Yes,,,,,,,,,False,1,73,17,6,39,30,4,6,12,20,3,1,1,1,1,5,166,1262,0.2820919175911252,0.3019017432646593,0.41600633914421553,2.2678288431061806
Eddison Walters,eddisonwalters,,FL,U.S. House Florida District 22,Representative,Regular,8/28/18,Lost,None,None,25.1,No,,,,,,No,,,,,,,,,False,0,2,2,0,2,1,1,3,0,3,0,0,0,0,0,2,20,64,0.203125,0.28125,0.515625,2.625
Carla Spalding,carla_spalding,,FL,U.S. House Florida District 23,Representative,Regular,8/28/18,Lost,None,None,21.5,No,,,,,,,,,,,,,,,False,0,1,6,1,12,1,1,0,0,0,0,0,0,0,0,5,100,375,0.17333333333333334,0.14666666666666667,0.68,3.013333333333333
Joe Kaufman,JoeKaufmanUSA,,FL,U.S. House Florida District 23,Representative,Regular,8/28/18,Advanced,None,On the Ballot,44.7,Yes,,,,,,,,,,,,,,,False,0,12,4,12,23,3,1,12,2,0,0,0,0,1,0,10,154,784,0.3163265306122449,0.22321428571428573,0.4604591836734694,2.288265306122449
Carlos Reyes,CJRCampaign,,FL,U.S. House Florida District 23,Representative,Regular,8/28/18,Lost,None,None,33.8,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Bruno Barreiro,BarreiroFL,,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Lost,None,None,25.7,No,Yes,,,,,No,,,,,,No,,,False,1,0,5,2,9,0,6,5,2,0,4,0,0,0,0,6,8,435,0.12873563218390804,0.19540229885057472,0.6758620689655173,3.094252873563218
Maria Peiro,MariaMPeiro,,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Lost,None,None,8.0,No,No,,,,,Yes,,,,,,No,,,False,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,10,0.2,0.3,0.5,2.6
Bettina Rodriguez-Aguilera,bettinaraoffici,,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Lost,None,None,4.3,No,No,,,,,No,,,,,,No,,,False,0,4,0,0,2,0,1,3,0,0,0,0,0,0,0,5,6,120,0.09166666666666666,0.3,0.6083333333333333,3.033333333333333
Gina Sosa-Suarez,,,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Lost,None,None,1.9,No,No,,,,,No,,,,,,No,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,-1,-1,-1,-1
Angie Chirino,chirino4house,,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Lost,None,None,6.9,No,No,,,,,No,,,,,,No,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.2,0.4,0.4,2.4
Maria Elvira Salazar,MaElviraSalazar,,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Advanced,None,On the Ballot,40.5,Yes,Yes,,,,,No,,,,,,Yes,,,False,2,3,4,0,8,1,3,6,1,0,2,0,0,0,0,10,4,385,0.13766233766233765,0.3064935064935065,0.5558441558441558,2.8363636363636364
Michael Ohevzion,Michael4Florida,,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Lost,None,None,3.8,No,No,,,,,No,,,,,,No,,,False,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0.0625,0.0625,0.875,3.625
Elizabeth Adadi,,,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Lost,None,None,2.0,No,No,,,,,No,,,,,,No,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-1,-1,-1,-1
Stephen Marks,StephenMarksFL,,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Lost,None,None,7.0,No,No,,,,,No,,,,,,No,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Fred Costello,fredcostello,,FL,U.S. House Florida District 6,Representative,Regular,8/28/18,Lost,None,None,27.2,No,,,,,,Yes,,,,,,,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
John Ward,WardforFlorida,,FL,U.S. House Florida District 6,Representative,Regular,8/28/18,Lost,None,None,30.4,No,,,,,,No,,,,,,,,,False,0,1,0,0,2,1,0,6,3,0,0,0,0,0,0,5,32,85,0.2,0.09411764705882353,0.7058823529411765,3.011764705882353
Michael Waltz,michaelgwaltz,,FL,U.S. House Florida District 6,Representative,Regular,8/28/18,Advanced,None,On the Ballot,42.4,Yes,,,,,,No,,,,,,,,,False,0,5,1,3,3,0,2,8,2,0,0,0,0,0,0,6,97,531,0.2448210922787194,0.1902071563088512,0.5649717514124294,2.64030131826742
Mike Miller,Mike_Miller_FL,MillerFlorida14,FL,U.S. House Florida District 7,Representative,Regular,8/28/18,Advanced,None,On the Ballot,53.9,Yes,Yes,,,,,No,,,,,,Yes,,,False,2,2,2,3,6,6,2,21,20,0,0,0,0,0,0,3,17,325,0.09846153846153846,0.12307692307692308,0.7784615384615384,3.36
Scott Sturgill,Scott_Sturgill,,FL,U.S. House Florida District 7,Representative,Regular,8/28/18,Lost,None,None,30.4,No,Yes,,,,,Yes,,Yes,,,,No,,,False,3,4,0,3,2,0,0,1,0,1,0,0,0,0,0,1,13,93,0.10752688172043011,0.12903225806451613,0.7634408602150538,3.3118279569892475
Vennia Francois,Vennia4Congress,,FL,U.S. House Florida District 7,Representative,Regular,8/28/18,Lost,None,None,15.8,No,No,,,,,No,,No,,,,No,,,False,0,1,2,0,3,0,1,5,4,0,0,0,0,0,0,0,2,59,0.1694915254237288,0.1016949152542373,0.7288135593220338,3.1186440677966103
Rick Scott,SenRickScott,,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Advanced,None,On the Ballot,88.6,Yes,,Yes,,,,Yes,,Yes,Yes,,,,Yes,,False,5,4,3,0,1,0,49,114,49,0,6,0,0,0,0,18,25,1484,0.2398921832884097,0.25,0.5101078167115903,2.5404312668463613
Roque De La Fuente,JoinRocky,,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Lost,None,None,11.4,No,,No,,,,No,,No,No,,,,No,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Brian Kemp,BrianKempGA,,GA,Governor of Georgia,Governor,Regular,5/22/18,Advanced,Advanced,On the Ballot,25.55,Yes,,Yes,,,No,No,,,,,,,,,False,1,62,61,16,88,1,73,84,62,1,2,1,1,1,0,23,133,3301,0.07512874886398062,0.13268706452590123,0.7921841866101181,3.434110875492275
Casey Cagle,CaseyCagle,,GA,Governor of Georgia,Governor,Regular,5/22/18,Advanced,Lost,None,39.01,No,,No,,,Yes,No,,,,,,,,,False,1,24,23,3,7,1,42,80,30,1,2,0,0,0,0,12,33,859,0.047729918509895226,0.07450523864959255,0.8777648428405123,3.660069848661234
Hunter Hill,votehunterhill,,GA,Governor of Georgia,Governor,Regular,5/22/18,Lost,None,None,18.35,No,,No,,,No,Yes,,,,,,,,,False,1,5,1,0,0,0,6,2,1,0,0,0,0,0,0,4,6,232,0.04741379310344827,0.07327586206896551,0.8793103448275862,3.663793103448276
Michael Williams,williamsforga,,GA,Governor of Georgia,Governor,Regular,5/22/18,Lost,None,None,4.88,No,,No,,,No,No,,,,,,,,,False,0,60,2,15,22,0,6,1,12,1,2,0,0,0,0,7,114,828,0.26207729468599034,0.21618357487922704,0.5217391304347826,2.5193236714975846
Clay Tippins,ClayTippins,,GA,Governor of Georgia,Governor,Regular,5/22/18,Lost,None,None,12.21,No,,No,,,No,No,,,,,,,,,False,0,9,6,0,3,2,2,3,12,0,1,0,0,0,0,6,17,184,0.1956521739130435,0.2826086956521739,0.5217391304347826,2.652173913043478
Eddie Hayes,IStandWithEddie,,GA,Governor of Georgia,Governor,Regular,5/22/18,Lost,None,None,0.0,No,,No,,,No,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.08333333333333333,0.0,0.9166666666666666,3.6666666666666665
David Callahan,DavidCa46446866,,GA,U.S. House Georgia District 13,Representative,Regular,5/22/18,Advanced,None,On the Ballot,93.0,Yes,,,,,,Yes,,,,,,,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Femi Akinkugbe,,,GA,U.S. House Georgia District 13,Representative,Regular,5/22/18,Lost,None,None,7.0,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Andria Tupola,votetupola,,HI,Governor of Hawaii,Governor,Regular,8/11/18,Advanced,None,On the Ballot,55.5,Yes,,,,,,,,,,,,,,,False,0,0,0,0,0,0,6,4,1,0,1,0,0,0,0,0,0,748,0.0213903743315508,0.08021390374331551,0.8983957219251337,3.7540106951871657
John Carroll,Carroll4Hawaii,,HI,Governor of Hawaii,Governor,Regular,8/11/18,Lost,None,None,35.2,No,,,,,,,,,,,,,,,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0.42857142857142855,0.17857142857142858,0.39285714285714285,1.9285714285714286
Ray L'Heureux,trustingov,,HI,Governor of Hawaii,Governor,Regular,8/11/18,Lost,None,None,9.3,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0.11764705882352941,0.17647058823529413,0.7058823529411765,3.176470588235294
Cam Cavasso,camcavasso,,HI,U.S. House Hawaii District 1,Representative,Regular,8/11/18,Advanced,None,On the Ballot,81.8,Yes,,,,,,,,,,,,,,,False,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4,1,14,0.14285714285714285,0.14285714285714285,0.7142857142857143,3.142857142857143
Raymond Vinole,,,HI,U.S. House Hawaii District 1,Representative,Regular,8/11/18,Lost,None,None,18.2,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-1,-1,-1,-1
Ron Curtis,rcurtis808,,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Advanced,None,On the Ballot,23.7,Yes,,,,,,,,,,,,,,,False,0,0,5,1,1,0,0,2,1,0,2,0,0,0,0,2,2,118,0.1016949152542373,0.1694915254237288,0.7288135593220338,3.2542372881355934
Michael Hodgkiss,,,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,5.9,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,-1,-1,-1,-1
Consuelo Anderson,,,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,19.3,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,-1,-1,-1,-1
George Berish,,,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,6.2,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,-1,-1,-1,-1
Roque De La Fuente,JoinRocky,,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,11.4,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Robert Helsham,bigdaddyhelsham,,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,14.9,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0.10526315789473684,0.15789473684210525,0.7368421052631579,3.263157894736842
Eddie Pirkowski,,,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,5.1,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-1,-1,-1,-1
Thomas White,,,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,13.6,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-1,-1,-1,-1
